Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
,"Wait... Three, huh... ......Three...might be just about doable...{n}......I can do it......!","Wait, ...three...? ...If there's just three, I should be able to make it... ...I can do it...! ","No...three, is it...?  ......If there's just three, I might be able to make it.........I can do it......!",いや、３か…。……３くらいなら何とかなる…。……やれる……！,いや、３か…。……３くらいなら何とかなる…。{n}……やれる……！,"Нет... трое, значит?.. ......Если их всего трое, то может получиться...{n}......Обязательно получится!..",Espera... Três...? ......Três...Talvez seja possível...{n}......Eu consigo......!,不，3 吗…？……3 的话，大概能行…。{n}……做得到的……！,不，3 嗎…？……3 的話，大概能行…。{n}……做得到的……！,"No... tre, non è così...? Se sono solo tre, potrei essere in grado di farlo... posso farcela...!","No... tres, ¿cierto?... Tres... Quizás sea apenas factible...{n}... ¡Puedo hacerlo!...",ﻣﻬﻼً، ﻟﺤﻈﺔ...ﺛﻼﺛﺔ...؟ ......ﺇﻥ ﻛﺎﻧﺖ ﺛﻼﺛﺔ ﻓﻘﻂ، ﻓﺮﺑﻤﺎ ﺃﻗﺪﺭ ﻋﻠﻰ ﻓﻌﻠﻬﺎ...{n}......ﻛﻼ، ﺑﻞ ﻳﻤﻜﻨﻨﻲ ﻓﻌﻠﻬﺎ......!
Ushiromiya Ange,"""Whew......... ............haaaaAAAAHHH!!""","""Take a deep breath...... ......Haaaaaaaaaaaaahh!!"" ","""Whew.....................Haaaaaaaaaaaaahh!!""",「すぅ………。…………はぁああああああ！！」,[=JP],"""Фух...............А‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а!!!""","""*respira*......... ............haaaaAAAAHHH!!""",「嗉——………。…………哈啊啊啊啊啊啊啊！！」,[=CN],"""Fiuu... haaaaaaaaaaaaahh!!""","""Ffffu... ¡¡Aaaaaaaaaaaaaahh!!""","""ﺷﻬﻴﻖ......... ............ﻫﺂﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁ!!"""
,"""Wh—?! Y‐you idiot, stop!! Look ooooout!! Uwaaaaaaaaaahhh...!!""","""What?! Y-You idiot, stop!! Look ooooooout!! Waaaaaaaaahhh...!!"" ","""Wha?!  Y, you idiot, stop!!  Look ooooooout!!  Whaaaaaaaaahhh...!!""",「んなッ？！　ば、馬鹿やめろ！！　危ないいいい！！　うわあああああああ…！！」,[=JP],"""Чт‐?! Стой, дура! Осторо‐о‐ожно‐о‐о‐о!!! А‐а‐а‐а‐а‐а‐а‐а‐а!..""","""O qu—?! I‐Idiota, pare!! Cuidaaaaadooo!! Uwaaaaaaaaaahhh...!!""",「嗯？！蠢、蠢货，不要！！危险————！！呜哇啊啊啊啊啊啊啊…！！」,「嗯？！蠢、蠢貨，不要！！危險————！！嗚哇啊啊啊啊啊啊啊…！！」,"""Che?! S-Stupida, fermati!! Attenzioneeeee!! Whaaaaaaaaahhh...!!""","""¡¿Qu—?! ¡¡I-Idiota, detente!! ¡¡Ten cuidado!! ¡¡Uaaaaaaaaahhh!!...""","""ﻣﺎﺫﺍ—?! ﺗـ-ﺗﻮﻗﻔﻲ ﺃﻳﺘﻬﺎ ﺍﻟﺤﻤﻘﺎﺀ!! ﺍﺣﺘﺮﺳﻲ!! ﺁﻭﻭﻭﻭﻭﻭﻩ...!!"""
,"""01 calling 12, do you have her, please respond. ......What's wrong?! Respond!""","""01 calling 12, is the package secure, we received a response. ...What happened?! Respond!"" ","""01 calling 12, is it secure, we received a response.  ......What happened?!  Respond!""",「０１より１２、確保したか、応答されたし。……どうした？！　応答しろ！」,[=JP],"""1‐й 12‐му, всё в норме? Мы получили ответ. ......Что случилось?! Ответьте!""","""01 chamando 12, você pegou ela? Responda! ......O que aconteceu?! Responda!""",「01 呼叫 12，抓到了吗，请回答。……怎么了？！快回答！」,「01 呼叫 12，抓到了嗎，請回答。……怎麼了？！快回答！」,"""01 chiama 12, va tutto bene, abbiamo ricevuto una risposta. ... Che succede?! Rispondete!""","""01 llamando a 12, ¿está el sujeto seguro? Recibimos una alerta. ¡¿Qué pasó?! ¡Respondan!""","""ﻣﻦ 10 ﺇﻟﻰ 21، ﻫﻞ ﺍﺳﺘﻄﻌﺖ ﺗﺄﻣﻴﻦ ﺍﻟﻬﺪﻑ؟ ......ﻣﺎﺫﺍ ﻳﺠﺮﻱ?! ﺃﺟﺐ ﺣﺎﻻً!"""
,"""Wh‐......what kind of person... Damn it......""","""...Sh-She's crazy... Damn it..."" ","""Wh, ......what kind of person..., damn it......""",「な、……何てヤツだ…、くそ……。」,「な、……何てヤツだ…、くそ……」,"""Ч... что за человек... чёрт...""","""Qu‐......Que tipo de pessoa... Merda......""",「何、……何其乱来的人啊…，可恶……」,「何、……何其亂來的人啊…，可惡……」,"""C... Che razza di persona... dannazione...""","""¿Q-Qué clase de persona...? Maldita sea.""","""ﻳـ-ﻳﺎ ﻟﻬﺎ ﻣﻦ ﻣﺠﻨﻮﻧﺔ... ﺳﺤﻘًﺎ......"""
,".........Nggghh... ......Ouchhh...{n}Look, see... That worked out, didn't it? It's just {i:three}.","......Nnnggg... ...Owow... See, ...that worked out perfectly, didn't it? There was just the three of them, after all. ",".........Ohohoh.........Owow...Look, see...that worked out, didn't it?  It's just three of them.",………つつつ…。……痛たた…。ほらね、…何とかなったでしょ。たった３だもんね。,………つつつ…。……痛たた…。{n}ほらね、…何とかなったでしょ。たった３だもんね。,".........Охо‐хо... Уй‐уй...{n}Ну вот, видишь... сработало, разве нет? Их всего лишь {i:трое}.",".........Nggghh... ......Ouchhh...{n}Viu... Funcionou, não? Eram apenas {i:três}.",………啧啧啧…。……好痛…。{n}瞧，…就说能行吧。毕竟，才 3 楼嘛。,………嘖嘖嘖…。……好痛…。{n}瞧，…就說能行吧。畢竟，才 3 樓嘛。,"... Ohohoh... owow... guarda, guarda... ha funzionato, no? Sono solo in tre.","... Nggghh... Auchhh...{n}Perfecto. Funcionó perfectamente, ¿no? Solo eran {i:tres}.",.........ﺁﺁﻏﻐﻐﻪ... ......ﺃﻭﺗﺶ...{n}ﻟﻘﺪ ﻧﺠﺤﺖ، ﻳﺂﻱ، ﻓﺒﻌﺪ ﻛﻞ ﺷﻲﺀ، ﻟﻢ ﺗﻜﻦ ﺳﻮﻯ {i:ﺛﻼﺛﺔ} ﻃﻮﺍﺑﻖ.
,"I've already experienced much higher places, after all.{n}I knew I could jump down {i:just three floors}...!",I've already tried that once from a higher place. I knew I'd be able to jump down just three floors...! ,"I've already tried that once from a higher place.  I knew I could do it from just the third floor...!",もっと高いところを経験してるもの。３階くらいなら飛び降りられると思った…！,もっと高いところを経験してるもの。{n}３階くらいなら飛び降りられると思った…！,"Однажды я уже проделала такой номер с более высокого места.{n}Поэтому знала, что мне по силам такое всего лишь с {i:третьего этажа}!..","Afinal, eu já experimentei lugares muito mais altos.{n}Eu sabia que poderia pular {i:apenas três andares}...!",我有过从更高处跳下的经历。{n}所以我觉得，就三楼的话，应该跳得下去…！,我有過從更高處跳下的經歷。{n}所以我覺得，就三樓的話，應該跳得下去…！,Ci ho già provato una volta da un posto più alto. Sapevo di poterci riuscire se era solo dal secondo piano...!,Ya había intentado este tipo de saltos desde lugares más altos.{n}¡Sabía que podría tirarme desde {i:tres pisos}!...,ﻟﻘﺪ ﺟﺮﺑﺖ ﺍﻟﻘﻔﺰ ﻣﻦ ﺃﻣﺎﻛﻦ ﺃﻋﻠﻰ.{n}ﻟﻬﺬﺍ ﻋﻠّﻤﺖُ ﺃﻥ ﺍﺭﺗﻔﺎﻉ {i:ﺛﻼﺙ ﻃﻮﺍﺑﻖ} ﻟﻴﺲ ﻋﺎﺋﻘًﺎ ﺃﻣﺎﻣﻲ...!
,"It's a good thing that the car they came in was right beneath me.{n}Even if it wasn't as pleasant as a trampoline, it broke my fall, a little gently, a little roughly.","It's a good thing the car they came in was right beneath me. Even if it wasn't as pleasant as a trampoline, it broke my fall...a little gently, a little roughly. ","It's a good thing that the car they came in was right beneath me.Even if it wasn't as pleasant as a trampoline, it broke my fall, a little gently, a little roughly.",やつらが乗り付けてきた車が真下にあったのが幸いした。快適なトランポリンとは行かないまでにも、私をそこそこにやさしく、そこそこに厳しく受け止めてくれた。,やつらが乗り付けてきた車が真下にあったのが幸いした。{n}快適なトランポリンとは行かないまでにも、私をそこそこにやさしく、そこそこに厳しく受け止めてくれた。,"Повезло, что автомобиль, на котором они приехали, находился прямо подо мной.{n}Пусть его крыша не была такой же приятной, как батут, ни много ни мало она смягчила моё падение.","Foi bom que o carro em que eles vieram parou bem debaixo de mim.{n}Mesmo não tendo sido agradável como um trampolim, ele aparou a minha queda; um pouco duro, mas gentil.",幸好他们乘坐的汽车就在正下方。{n}虽不能和舒适的蹦床相提并论，但我倒也是被它，既有那么一点点温柔，又有那么一点点严苛地接住了。,幸好他們乘坐的汽車就在正下方。{n}雖不能和舒適的蹦床相提並論，但我倒也是被它，既有那麼一點點溫柔，又有那麼一點點嚴苛地接住了。,"È stata una buona cosa che la loro auto fosse proprio sotto di me. Pur non essendo confortevole come un trampolino, ha fermato la mia caduta, bene o male.","Es bueno que el auto en el que venían estuviera justo debajo de mí.{n}Incluso cuando no fue tan placentero como un trampolín, detuvo mi caída, un poco suave, y un poco rudamente.",ﻟﺤﺴﻦ ﺍﻟﺤﻆّ ﺃﻧّﻬﻢ ﺃﻭﻗﻔﻮﺍ ﺍﻟﺴﻴﺎﺭﺓ ﺗﺤﺘﻲّ ﻣﺒﺎﺷﺮﺓً.{n}ﺻﺤﻴﺢٌ ﺃﻥ ﺳﻄﺤﻬﺎ ﻟﻢ ﻳﻜﻦ ﻣﺮﻳﺤًﺎ ﻛﻤﻨﺼﺔ ﻗﻔﺰ، ﺇﻻ ﺃﻧّﻬﺎ ﺍﺳﺘﻘﺒﻠﺖ ﺟﺴﺪﻱ ﺑﻘﺪﺭٍ ﻣﻦ ﺍﻟﻠﻄﻒ ﻭﻗﻠﻴﻞٍ ﻣﻦ ﺍﻟﻘﺴﻮﺓ.
Ushiromiya Ange,"""......Well, that makes me feel wonderful. No one asked you to go and dent that badly.""","""...How rude. You didn't have to dent that much."" ","""......Sorry about that.  I'll bet it's never been dented this badly.""",「……失礼しちゃうわ。ここまでへこむこともないだろうに。」,「……失礼しちゃうわ。ここまでへこむこともないだろうに」,"""......Уж извините. Бьюсь об заклад, он никогда не был так сильно помят.""","""......Isso foi bem rude de sua parte. Ninguém disse para você ficar amassado dessa forma.""",「……好是失礼呢。用不着凹陷成这样吧。」,「……好是失禮呢。用不著凹陷成這樣吧。」,"""... Scusatemi. Scommetto che non è mai stata così ammaccata.""","""... Bueno, eso me hace sentir bastante bien. Nadie te pidió que te fueras a abollar tanto.""","""......ﻳﺎ ﻟﻌﺪﻡ ﺍﻟﺬﻭﻕ. ﻟﻢ ﺃﻃﻠﺐ ﻣﻨﻚ ﺃﻥ ﺗﻨﺒﻌﺞ ﺇﻟﻰ ﻫﺬﻩ ﺍﻟﺪﺭﺟﺔ ﻟﻜﻲ ﺗﺤﻤﻴﻨﻲ."""
,"Having broken my fall, the roof of the car now had a massive dent around my body.","The roof of the car broke my fall, leaving a massive dent around my body. ","The roof of the car broke my fall, leaving a massive dent around my body.",車の屋根は私を受け止めて、私の体に沿ってべっこりとへこみを残している。,[=JP],Моё тело оставило на крыше огромную вмятину.,"Tendo aparado minha queda, o teto do carro agora estava com um amassado que cercava meu corpo.",接住我的车顶沿着我的身体，留下了一圈凹坑。,接住我的車頂沿著我的身體，留下了一圈凹坑。,"Il tettuccio dell'auto aveva frenato la mia caduta, lasciandovi una profonda ammaccatura con il mio corpo.","Tras soportar el peso de mi caída, el coche tenia una enorme abolladura alrededor de mi cuerpo.",ﺳﺎﻫﻤﺖ ﺍﻟﺴﻴﺎﺭﺓ ﻓﻲ ﺍﻟﺘﻘﺎﻁ ﺟﺴﺪﻱ، ﻣﻤﺎ ﺃﺣﺪﺙ ﺍﻧﺒﻌﺎﺟﺔ ﻭﺍﺳﻌﺔ ﻋﻠﻰ ﺳﻄﺤﻬﺎ.
,I guess car roofs are more delicate than I thought.{n}I don't think it's because of my weight.,Car roofs are surprisingly delicate. I don't think it's because of my weight. ,"Car roofs are surprisingly delicate.  I don't think it's because of my weight.",案外、車の屋根って華奢なのね。私の体重のせいじゃないと思うわ。,案外、車の屋根って華奢なのね。{n}私の体重のせいじゃないと思うわ。,"Автомобильные крыши удивительно тонкие.{n}Даже весь я меньше, результат наверняка был бы тот же.",Acho que tetos de carros são mais delicados do que eu pensava.{n}Não acredito que tenha sido por causa do meu peso.,没想到，车顶倒也挺娇贵的呢。{n}我觉得，不是我体重的错。,沒想到，車頂倒也挺嬌貴的呢。{n}我覺得，不是我體重的錯。,I tettucci delle auto sono incredibilmente delicati. Non credo sia colpa del mio peso.,Los techos de los autos son sorprendentemente delicados.{n}No creo que sea por mi peso.,ﺃﻇﻦ ﺃﻥ ﺃﺳﻘﻒ ﺍﻟﺴﻴﺎﺭﺍﺕ ﻫﺶ ﻟﻠﻐﺎﻳﺔ،{n}ﻭﻻ ﻋﻼﻗﺔ ﻟﻮﺯﻧﻲ ﻓﻲ ﺫﻟﻚ.
,"Apparently, the three men on the stairs hadn't anticipated me jumping down.","Apparently, the three people on the stairs hadn't planned on me jumping down. ","Apparently, the three people on the stairs hadn't planned on me jumping down.",階段の上の３人は、私が飛び降りるなんて想定はなかったらしい。,[=JP],"Судя по всему, три человека на лестнице не рассчитывали, что я вот так сигану вниз.","Aparentemente, os três homens nas escadas não haviam antecipado meu salto.",楼梯上的三人貌似并没有想到我会跳楼。,樓梯上的三人貌似並沒有想到我會跳樓。,"Apparentemente, le tre persone sulle scale non avevano pensato che potessi saltare giù.","Aparentemente, las tres personas de las escaleras no habían pensado que yo saltaría.",ﻣﻤﺎ ﻫﻮ ﻭﺍﺿﺢ، ﻟﻢ ﻳﻜﻦ ﺍﻟﺜﻼﺛﺔ ﻋﻠﻰ ﺍﻟﺪﺭﺝ ﻳﺨﻄﻄﻮﻥ ﻟﻠﻘﻔﺰ ﻭﺭﺍﺋﻲ.
,"Having realized that they had been outwitted, they were hurriedly rushing back down.","It seemed they now realized that they'd been outwitted, and they were rushing down the stairs. ","It seemed that they now realized that they had been outwitted, and they were hurriedly rushing down the stairs.",出し抜かれたと知り、大慌てで階段を駆け下りてくるようだ。,[=JP],"Похоже, до них дошло, что их перехитрили, и они быстро понеслись вниз по лестнице.","Percebendo que haviam sido enganados, eles rapidamente deram meia volta apressados.",意识到被我甩开了后，急忙沿着楼梯往下跑。,意識到被我甩開了後，急忙沿著樓梯往下跑。,"Sembrava che avessero appena realizzato di essere stati giocati, e stavano scendendo di corsa per le scale.","Parece que ya se dieron cuenta de que les había burlado, y estaban abalanzándose apresuradamente hacia abajo por las escaleras.",ﻓﺒﻌﺪ ﺇﺩﺭﺍﻛﻬﻢ ﻟﺪﻫﺎﺀ ﻓﻌﻠﺘﻲ، ﻫﺮﻋﻮﺍ ﺳﺮﻳﻌًﺎ ﻳﻨﺰﻟﻮﻥ ﺍﻟﺪﺭﺝ.
,"I have to run and escape while I have the chance.{n}As I moved my body, the car roof made buckling and popping sounds.","I've gotta run and escape while I have the chance. I moved my body, making clunking sounds on the car roof. ","I have to run and escape while I have the chance.I moved my body, making clunking sounds on the car roof.",今のうちに走って逃げなければ。私が体を起こすと、屋根がベコンボコンと音を立てた。,今のうちに走って逃げなければ。{n}私が体を起こすと、屋根がベコンボコンと音を立てた。,"Я должна бежать и спасаться, пока у меня есть шанс.{n}Я подвинулась, вызывая лязгающие звуки на крыше автомобиля.","Eu preciso correr e fugir enquanto ainda tenho chance.{n}Conforme eu me movia, o teto do carro se curvou e fez um estalo.",得趁现在，快跑。{n}随着我仰起身子，车顶上发出了吱吱嘎嘎的声音。,得趁現在，快跑。{n}隨著我仰起身子，車頂上發出了吱吱嘎嘎的聲音。,"Devo correre e fuggire finché ne ho la possibilità. Spostai il mio corpo, con un suono profondo del tetto dell'auto.","Tengo que irme y escapar mientras aún tenga oportunidad.{n}Moví mi cuerpo, haciendo sonidos metálicos en el techo del auto.",ﺣﺮﻛﺖُ ﺟﺴﺪﻱ، ﻓﺼﺪﺭﺕ ﺃﺻﻮﺍﺕ ﻃﻘﻄﻘﺔٍ ﻣﻦ ﺳﻄﺢ ﺍﻟﺴﻴﺎﺭﺓ.{n}ﻳﻨﺒﻐﻲ ﻋﻠﻲّ ﺍﻟﻬﺮﺏ ﻭﺍﻻﺧﺘﺒﺎﺀ، ﻓﻬﺬﻩ ﻓﺮﺻﺘﻲ ﺍﻟﻮﺣﻴﺪﺓ.
,But I had been naive. There was no way they'd have all rushed up the stairs without leaving one person behind.,But I'd been naive. Of course they wouldn't all rush up the stairs without leaving one person behind. ,"But I had been naive.  There was no way they'd have all rushed up the stairs without leaving one person behind.",しかし、甘かった。彼らが、この場所に１人も残さずに全員が階段を駆け上るはずはなかったのだ。,[=JP],"Но я была наивна. Они бы ни за что не кинулись бы всей компанией вверх по лестнице, не оставив никого позади.","Eu havia sido ingênua. É claro que eles não iriam subir as escadas correndo e deixar o carro sozinho, sem ninguém para ficar cuidando.",然而，我太天真了。他们才不可能一个人不留地全跑上楼梯。,然而，我太天真了。他們才不可能一個人不留地全跑上樓梯。,Ma ero stata ingenua. Non era possibile che fossero saliti tutti per le scale senza lasciare giù qualcuno.,Pero había sido ingenua. No había forma de que ellos se hubieran apresurado a subir las escaleras sin dejar a una persona atrás.,ﻟﻜﻨﻲ ﻛﻨﺖ ﺳﺎﺫﺟﺔ. ﺑﺎﻟﻄﺒﻊ ﻟﻦ ﻳﻨﺪﻓﻌﻮﺍ ﺟﻤﻴﻌًﺎ ﺇﻟﻰ ﺻﻌﻮﺩ ﺍﻟﺪﺭﺝ ﺩﻭﻥ ﺑﻘﺎﺀ ﺷﺨﺺٍ ﻭﺍﺣﺪٍ ﺧﻠﻔﻬﻢ.
,"There was one black‐suit left in the driver's seat of the car that had broken my fall.{n}He stuck his head out of the window, and when he realized that the thing that had fallen on him was me, he jumped out.","There was one black-suited man left in the driver's seat of the car that had broken my fall. He stuck his head out the window, and when he realized what had fallen on him, he jumped out. ","There was one black-suited man left in the driver's seat of the car that had broken my fall.He stuck his head out of the window, and when he realized that the thing that had fallen on him was me, he jumped out.",私を受け止めた車の運転席には黒服が１人残っていた。扉より顔を出し、落下物の正体が私だとわかると飛び出して来る。,私を受け止めた車の運転席には黒服が１人残っていた。{n}扉より顔を出し、落下物の正体が私だとわかると飛び出して来る。,"Вот и один мужчина в чёрном сидел на месте водителя машины, смягчившей моё падение.{n}Он высунул голову в окно и, когда понял, что тем, что на него свалилось, была я, выскочил наружу.","Havia um capanga de terno preto que havia ficado no banco do motorista do carro que tinha acabado de aparar a minha queda.{n}Ele colocou sua cabeça para fora da janela, e quando percebeu que aquilo que havia caído era eu, ele saltou para fora.",在接住我的汽车的驾驶席上，留有一名黑衣人。{n}从车门探头一看，发现掉下来的是我后，立刻就跳下了车。,在接住我的汽車的駕駛席上，留有一名黑衣人。{n}從車門探頭一看，發現掉下來的是我後，立刻就跳下了車。,"Era rimasto un uomo in nero seduto al posto del guidatore dell'auto su cui ero atterrata. Cacciò la testa fuori dal finestrino, e quando realizzò che la cosa che era caduta su di lui ero io, saltò fuori.","Quedaba un hombre de traje negro en el asiento del conductor del auto que detuvo mi caída.{n}Sacó su cabeza de la ventana, y cuando se dio cuenta de que la cosa que había caído sobre él era yo, salió de inmediato.",ﺇﺫ ﺃﺑﺼﺮﺕُ ﺭﺟﻼً ﺫﻭ ﺑﺪﻟﺔٍ ﺳﻮﺩﺍﺀ ﺟﺎﻟﺴًﺎ ﻋﻠﻰ ﻣﻘﻌﺪ ﺍﻟﺴﺎﺋﻖ ﺩﺍﺧﻞ ﺍﻟﺴﻴﺎﺭﺓ ﺍﻟﺘﻲ ﺳﻘﻄﺖُ ﻋﻠﻴﻬﺎ.{n}ﻭﺣﺎﻟﻤﺎ ﺃﺧﺮﺝ ﺭﺃﺳﻪ ﻣﻦ ﻧﺎﻓﺬﺓ ﺍﻟﺴﻴﺎﺭﺓ ﻭﺭﺁﻧﻲ، ﺍﻧﺪﻓﻊ ﻣﺴﺮﻋًﺎ ﻧﺤﻮﻱ.
,"In a rush, I jumped off the roof, but his reaction was really fast. ......Either there was a massive reward for capturing me, or a harsh punishment for letting me get away.","In a rush, I jumped off the roof, but the black-suited man's reaction was really fast. ...Either there was a massive reward for capturing me, or there'd be some harsh punishment in store for them if they let me get away. ","In a rush, I jumped off the roof, but the black-suited man's reaction was really fast.  ......Either there was a massive reward for capturing me, or there would be some harsh punishment if they let me get away.",慌てて屋根から飛び降りるが、黒服の対応はあまりに素早い。……よほど私に賞金が掛かってるのか、取り逃がした際のお仕置きが苛烈なのかのどちらかだ。,[=JP],"В спешке я спрыгнула с крыши, но реакция мужчины в чёрном оказалась удивительно быстрой. ......По‐видимому, либо было обещано большое вознаграждение за мою поимку, либо же назначено какое‐то суровое наказание, если они дадут мне сбежать.","Rapidamente eu pulei do teto, mas a reação dele foi rápida. ......Ou ele teria uma grande recompensa por me capturar, ou uma dura punição por ter me deixado escapar.",虽然我慌忙跳下了车顶，但黑衣人的反应实在太快了。……要不就是因为捉拿我的赏金定得很高，要不就是因为被我逃掉时的责罚很是残酷吧。,雖然我慌忙跳下了車頂，但黑衣人的反應實在太快了。……要不就是因為捉拿我的賞金定得很高，要不就是因為被我逃掉時的責罰很是殘酷吧。,"In un attimo, saltai giù dal tetto, ma la reazione dell'uomo in nero fu davvero rapida. ... O c'era una bella ricompensa per la mia cattura, o doveva esserci una dura punizione se gli fossi sfuggita.","En un instante, salté del techo, pero la reacción del hombre de traje negro fue realmente rápida... O había una enorme recompensa por capturarme, o habría un fuerte castigo si me dejaban escapar.",ﻭﺑﺴﺮﻋﺔٍ، ﻗﻔﺰﺕُ ﻣﻦ ﻓﻮﻕ ﺳﻄﺢ ﺍﻟﺴﻴﺎﺭﺓ، ﻟﻜﻦ ﺭﺩﺓ ﻓﻌﻠﻪ ﻛﺎﻧﺖ ﺃﺳﺮﻉ ﺑﻜﺜﻴﺮ. ......ﺇﻣﺎ ﺃﻧّﻬﻢ ﺳﻴﺤﺼﻠﻮﻥ ﻋﻠﻰ ﻣﻜﺎﻓﺄﺓ ﻗﻴﻤﺔ ﻣﻘﺎﺑﻞ ﺍﻟﻘﺒﺾ ﻋﻠﻲ، ﺃﻭ ﺃﻥ ﻋﻘﻮﺑﺔً ﻗﺎﺳﻴﺔ ﺗﻨﺘﻈﺮﻫﻢ ﺇﺫﺍ ﻣﺎ ﻓﺮﺭﺕُ ﻣﻨﻬﻢ.
,"""15, secured, secured...!""","""15, secured, secured...!"" ","""15, secured, secured...!""",「１５、確保、確保…！」,[=JP],"""15‐й, поймал, поймал!..""","""15, capturada, capturada...!""",「15，抓到了，抓到了…！」,[=CN],"""15, catturata, catturata...!""","""¡15, la tengo, la tengo!...""","""ﻫﻨﺎ 51، ﺗﻢ ﺗﺄﻣﻴﻦ ﺍﻟﻬﺪﻑ...!"""
Ushiromiya Ange,"""Owowowow......!! Ghhhh, get your hands off me, let GO!!""","""Owowowow...!! Ack, don't touch me like that, let go!!"" ","""Owowowow......!!  Ack, don't touch me like that, let go!!""",「痛たたたた……！！　くっ、気安く触らないで、離してッ！！」,[=JP],"""Ой‐ой‐ой‐ой‐!.. Кому сказала, не трогай меня, пусти!""","""Aiaiaiai......!! Ghhhh, tire suas mãos de mim, me solte!!""",「痛痛痛痛……！！咕，别随便碰我，放手！！」,「痛痛痛痛……！！咕，別隨便碰我，放手！！」,"""Owowowow...!! Cavolo, non tenermi così, lasciami andare!!""","""¡¡Auauauau!!... ¡¡Ack, quitame las manos de encima, déjame ir!!""","""ﻫﺬﺍ ﻣﺆﻟﻢ......!! ﺁﻩ، ﻻ ﺗﻠﻤﺴﻨﻲ ﻫﻜﺬﺍ، ﺃﻓﻠﺘﻨﻲ!!"""
,"I was mercilessly held down against the asphalt. I was being crushed face‐down, covered and pressed down on from above.","I was mercilessly held down against the asphalt. I was being crushed face-down, covered and pressed upon from above. ","I was mercilessly held down against the asphalt.I was being crushed face-down, covered and pressed down on from above.",アスファルトの上に容赦なく組み伏せられる。私はうつ伏せに潰され、上から覆い被さるように圧し掛かられた。,[=JP],"Меня нещадно прижали к асфальту. Я лежала лицом вниз, накрытая и прижатая сверху.","Eu fui impiedosamente empurrada contra o asfalto. Tive meu rosto esmagado contra ele, coberto e pressionado para baixo.",我被毫不留情地按倒在了柏油地面上。脸朝下，被其如一座山般地压得动弹不得。,我被毫不留情地按倒在了柏油地面上。臉朝下，被其如一座山般地壓得動彈不得。,"Ero tenuta premuta contro l'asfalto senza pietà. Ero schiacciata al suolo, coperta e tenuta a terra.","Fui sostenida sin clemencia contra el asfalto. Estaba siendo aplastada boca abajo, cubierta y presionada desde arriba.",ﺍﻧﻘﺾ ﺍﻟﺮﺟﻞ ﻋﻠﻲّ ﺑﻘﺴﻮﺓٍ ﻓﺎﺭﺗﻄﻢ ﺟﺴﺪﻱ ﺑﻘﻮﺓٍ ﻋﻠﻰ ﺍﻷﺳﻔﻠﺖ، ﻛﺎﻥ ﻭﺟﻬﻲ ﻳﻼﻣﺲ ﺍﻷﺭﺽ ﺗﺤﺖ ﺿﻐﻂٍ ﺷﺪﻳﺪ.
,"It was a hold without a trace of elegance, but it really was logical and left me absolutely no room for resistance.","It was a hold without a trace of elegance, but it was extremely practical and left me no room for resistance. ","It was a hold without a trace of elegance, but it really was logical and left me no room for resistance.",エレガントさの欠片もない捕まえ方だが、実に合理的で抵抗の余地はまったくない。,[=JP],"Это был захват без следа изящества, но он был последовательным и не оставил мне места для сопротивления.","Sem qualquer traço de elegância, mas era algo racional a se fazer e me deixou sem qualquer chance para resistir.",这种不带半点优雅的擒拿法，确实科学合理，全无抵抗的余地。,這種不帶半點優雅的擒拿法，確實科學合理，全無抵抗的餘地。,"Era una presa senza traccia di eleganza, ma era logico e non mi lasciava modo di oppormi.","Era un agarre sin rastro de elegancia, pero era lógico y no dejaba lugar para resistencia.",ﻛﺎﻧﺖ ﻃﺮﻳﻘﺔ ﺃﺳﺮﻫﻢ ﺧﺎﻟﻴﺔ ﻣﻦ ﺃﻱ ﺃﻧﺎﻗﺔ، ﻟﻜﻨﻬﺎ ﻋﻤﻠﻴﺔ ﻟﻠﻐﺎﻳﺔ ﻭﻻ ﺗﺘﺮﻙ ﻣﺠﺎﻻً ﻟﻠﻤﻘﺎﻭﻣﺔ.
