Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
Kotobuki Yukari,"""What is it...?""","""What is it...?"" ","""What is it...?""",「何ですか…？」,「何ですか…？」,"""Что?..""","""O que foi...?""",「什么…？」,「什麼…？」,"""Cosa c'è...?""","""What is it...?""","""¿Qué ocurre?...""","""What is it...?""","""What is it...?""","""What is it...?""","""What is it...?"""
,"""......Well, the truth is... ......The works of Hachijo Tohya are written by two people. To the outside world, those books were written by a single female author, .......but there is actually a second author, a man... ......The pair of them asked for a chance to meet you......""","""...Well, the truth is... ...The works of Hachijo Tohya were written by two people. To the outside world, those books were written by a single female author, ...but there is actually a second author, a male one... ...The pair of them asked for a chance to meet you..."" ","""......Well, the truth is... ......The works of Hachijo Tohya were written by two people. To the outside world, those books were written by a single female author, .......but there is actually a second author, a male one... ......The pair of them asked for a chance to meet you......""",「……実はですね。……八城十八先生は、お二人で書かれている先生でございまして。対外的には女性の先生がお一人で書かれていることになっておりますが……。実際はもう一人、男性の先生がおりまして…。……そのお二人で、お会いしたいと申しておりまして……。」,「……実はですね。……八城十八先生は、お二人で書かれている先生でございまして。対外的には女性の先生がお一人で書かれていることになっておりますが……。実際はもう一人、男性の先生がおりまして…。……そのお二人で、お会いしたいと申しておりまして……」,"""......По правде говоря... ......Работы Хачиджо Тойи были написаны двумя людьми. Для внешнего мира эти книги написала одна женщина‐автор....... но на самом деле есть второй автор, мужчина... ......Они вдвоём попросили о встрече с вами......""","""......Bem, na verdade... ......As obras da Hachijo Tohya são escritas por duas pessoas. Para o mundo, os livros eram escritos por uma única escritora, .......mas havia um segundo autor, um homem... ......A dupla pediu por uma oportunidade para encontrá‐la......""",「……实际上啊，……八城十八老师是，两个人一起写作的老师。虽然对外是说女性的老师一人创作……。实际上还有一位，男性的老师…。……是这两个人，想要和您会面……」,「……實際上啊，……八城十八老師是，兩個人一起寫作的老師。雖然對外是說女性的老師一人創作……。實際上還有一位，男性的老師…。……是這兩個人，想要和您會面……」,"""... Beh, la verità è che... le opere di Hachijo Tohya sono scritte da due persone. Per il mondo esterno, quei libri sono stati scritti da una sola autrice femminile... ma in realtà c'è un altro autore, un maschio... loro due hanno chiesto una possibilità di incontrare lei...""","""......Well, the truth is... ......The works of Hachijo Tohya are written by two people. To the outside world, those books were written by a single female author, .......but there is actually a second author, a man... ......The pair of them asked for a chance to meet you......""","""... Bueno, la verdad es que... Las obras de Hachijo Tohya fueron escritas por dos personas. En el exterior, estos libros eran escritos por una autora, pero hay un segundo autor, un hombre... Los dos pidieron tener una oportunidad para conocerle...""","""......Well, the truth is... ......The works of Hachijo Tohya are written by two people. To the outside world, those books were written by a single female author, .......but there is actually a second author, a man... ......The pair of them asked for a chance to meet you......""","""......Well, the truth is... ......The works of Hachijo Tohya are written by two people. To the outside world, those books were written by a single female author, .......but there is actually a second author, a man... ......The pair of them asked for a chance to meet you......""","""......Well, the truth is... ......The works of Hachijo Tohya are written by two people. To the outside world, those books were written by a single female author, .......but there is actually a second author, a man... ......The pair of them asked for a chance to meet you......""","""......Well, the truth is... ......The works of Hachijo Tohya are written by two people. To the outside world, those books were written by a single female author, .......but there is actually a second author, a man... ......The pair of them asked for a chance to meet you......"""
,"As soon as I heard that, ......I felt a premonition.","As soon as I heard that, ...I felt a premonition. ","As soon as I heard that, ......I felt a premonition.",それを聞いた時。……私には、何かの予感があった。,それを聞いた時。……私には、何かの予感があった。,Как только я это услышала...... у меня возникло предчувствие.,"Assim que ouvi isso, ......eu senti uma premonição.",听到这些时，……我感到某种预感。,聽到這些時，……我感到某種預感。,Appena lo sentii... ebbi come un presentimento.,"As soon as I heard that, ......I felt a premonition.","Tan pronto como oí eso, tuve una premonición.","As soon as I heard that, ......I felt a premonition.","As soon as I heard that, ......I felt a premonition.","As soon as I heard that, ......I felt a premonition.","As soon as I heard that, ......I felt a premonition."
,"......How had Hachijo Tohya, a person with no connections to the Ushiromiya family, managed to write about their private circumstances in such detail?","...How had Hachijo Tohya, a person with no connections to the Ushiromiya family, managed to write about it in such detail? ","......How had Hachijo Tohya, a person with no connections to the Ushiromiya family, managed to write about it in such detail? ",……八城十八という、右代宮家と何の縁もない人間が、どうしてその内情をあれだけ詳細に書けたのか。,……八城十八という、右代宮家と何の縁もない人間が、どうしてその内情をあれだけ詳細に書けたのか。,"......Как Хачиджо Тойя, не связанная с семьёй Уширомия, сумела так подробно написать о ней?","......Como poderia Hachijo Tohya, uma pessoa sem nenhuma conexão com a família Ushiromiya, escrever sobre suas circunstâncias privadas com tantos detalhes?",……八城十八这个和右代宫家毫无瓜葛的人，为什么能那么详细地写出其中的内情。,……八城十八這個和右代宮家毫無瓜葛的人，為什麼能那麼詳細地寫出其中的內情。,"... Come aveva fatto Hachijo Tohya, una persona non collegata alla famiglia Ushiromiya, a scrivere su di essa in modo così preciso?","......How had Hachijo Tohya, a person with no connections to the Ushiromiya family, managed to write about their private circumstances in such detail?","¿Cómo había conseguido Hachijo Tohya, una persona sin conexión alguna con la familia Ushiromiya, escribir con tanto detalle sobre sus circunstancias particulares?","......How had Hachijo Tohya, a person with no connections to the Ushiromiya family, managed to write about their private circumstances in such detail?","......How had Hachijo Tohya, a person with no connections to the Ushiromiya family, managed to write about their private circumstances in such detail?","......How had Hachijo Tohya, a person with no connections to the Ushiromiya family, managed to write about their private circumstances in such detail?","......How had Hachijo Tohya, a person with no connections to the Ushiromiya family, managed to write about their private circumstances in such detail?"
,I already felt a premonition of a certain kind of miracle......,I was already feeling a premonition of a certain kind of miracle... ,"I already felt a premonition of a certain kind of miracle......",もう私には、ある一つの奇跡の予感があった……。,もう私には、ある一つの奇跡の予感があった……。,У меня уже появилось предчувствие некого чуда......,Eu já tinha sentido a premonição de uma espécie de milagre......,我已经，有着某个奇迹的预感……。,我已經，有著某個奇跡的預感……。,Ebbi già il presentimento di un certo tipo di miracolo...,I already felt a premonition of a certain kind of miracle......,Ya tenía una premonición de algún tipo de milagro...,I already felt a premonition of a certain kind of miracle......,I already felt a premonition of a certain kind of miracle......,I already felt a premonition of a certain kind of miracle......,I already felt a premonition of a certain kind of miracle......
,"When I left on my journey, I abandoned the name of Ushiromiya Ange and stepped into a new life.","When I left on my journey, I abandoned the name of Ushiromiya Ange and stepped into a new life. "," When I left on my journey, I abandoned the name of Ushiromiya Ange and stepped into a new life.",私は旅立ちの日、右代宮縁寿という名を捨て、新しい人生に歩み出した。,私は旅立ちの日、右代宮縁寿という名を捨て、新しい人生に歩み出した。,"Отправившись в дорогу, я отказалась от имени Уширомия Энджи и шагнула в новую жизнь.","Quando parti na minha jornada, eu abandonei o nome Ushiromiya e comecei uma nova vida.",我开始旅行的那一天，舍弃了右代宫缘寿的名字，走上了新的人生。,我開始旅行的那一天，捨棄了右代宮緣壽的名字，走上了新的人生。,"Quando partii per il mio viaggio, abbandonai il nome di Ushiromiya Ange e iniziai una nuova vita.","When I left on my journey, I abandoned the name of Ushiromiya Ange and stepped into a new life.","Cuando emprendí mi viaje, abandoné el nombre de Ushiromiya Ange y di un paso hacia una nueva vida.","When I left on my journey, I abandoned the name of Ushiromiya Ange and stepped into a new life.","When I left on my journey, I abandoned the name of Ushiromiya Ange and stepped into a new life.","When I left on my journey, I abandoned the name of Ushiromiya Ange and stepped into a new life.","When I left on my journey, I abandoned the name of Ushiromiya Ange and stepped into a new life."
,"By now, things had settled down, but back when the Sumadera family was still a threat, I wanted to distance myself from that name.","By now, things have settled down, but when the Sumadera family was still a threat, I wanted to distance myself from that name. "," By now, things have settled down, but when the Sumadera family was still a threat, I wanted to distance myself from that name.",今でこそ和解したが、当時は須磨寺家とのトラブルがあり、それを嫌ったためだ。,今でこそ和解したが、当時は須磨寺家とのトラブルがあり、それを嫌ったためだ。,"Всё уже утихло, но когда семья Сумадера ещё представляла угрозу, я захотела отделиться от этого имени.","Agora, as coisas já estão estabelecidas, mas na época que eu ainda estava sendo ameaçada pela família Sumadera, eu queria me distanciar desse nome.",现在虽然已经和解了，但当时和须磨寺家还有些纠纷。,現在雖然已經和解了，但當時和須磨寺家還有些糾紛。,"In questo momento le cose si sono sistemate, ma quando la famiglia Sumadera era ancora una minaccia, volevo prendere distanza da quel nome.","By now, things had settled down, but back when the Sumadera family was still a threat, I wanted to distance myself from that name.","Por ahora, las cosas se han calmado, pero cuando la familia Sumadera era aún una amenaza, quería distanciarme de aquel nombre.","By now, things had settled down, but back when the Sumadera family was still a threat, I wanted to distance myself from that name.","By now, things had settled down, but back when the Sumadera family was still a threat, I wanted to distance myself from that name.","By now, things had settled down, but back when the Sumadera family was still a threat, I wanted to distance myself from that name.","By now, things had settled down, but back when the Sumadera family was still a threat, I wanted to distance myself from that name."
,"......Thanks to that, no one was able to get in touch with the new ""me"" anymore.","...Thanks to that, no one was able to get in touch with the new ""me"" anymore. ","......Thanks to that, no one was able to get in touch with the new 'me' anymore.",……そのせいで、新しい私とは誰も、連絡が取れなくなってしまった。,……そのせいで、新しい私とは誰も、連絡が取れなくなってしまった。,......Благодаря этому больше никто не смог войти в контакт с новой «мной».,"......Por causa disso, ninguém mais foi capaz de entrar em contato com a nova ""eu"".",……因为这个缘故，新的我和任何人都无法取得联络了。,……因為這個緣故，新的我和任何人都無法取得聯絡了。,"... Grazie a ciò, nessuno riuscì a contattare più la nuova ‘me’.","......Thanks to that, no one was able to get in touch with the new ""me"" anymore.","... Gracias a eso, nadie era capaz de contactar con mi nueva ""yo"".","......Thanks to that, no one was able to get in touch with the new ""me"" anymore.","......Thanks to that, no one was able to get in touch with the new ""me"" anymore.","......Thanks to that, no one was able to get in touch with the new ""me"" anymore.","......Thanks to that, no one was able to get in touch with the new ""me"" anymore."
,"However, this year, ""Sakutarou's Great Adventure"" had caught the public eye. It had made the name of Kotobuki Yukari famous, ......and maybe that name had finally reached his ears.","However, now that ""Sakutarou's Adventure"" has caught the public eye this year and made the name of Kotobuki Yukari famous, ...maybe it finally reached his ears. "," However, now that 'Sakutarou's Adventure' has caught the public eye this year and made the name of Kotobuki Yukari famous, ......maybe it finally reached his ears.",しかし、私が今年、「さくたろうの大冒険」で脚光を浴び、寿ゆかりという名を有名にしたことで、……彼の耳に届いたのかもしれない。,しかし、私が今年、「さくたろうの大冒険」で脚光を浴び、寿ゆかりという名を有名にしたことで、……彼の耳に届いたのかもしれない。,"Однако теперь, когда «Приключение Сакутаро» в этом году привлекло внимание общественности и прославило имя Котобуки Юкари, ......может быть, он наконец услышал.","Porém, este ano ""A Grande Aventura do Sakutarou"" chamou a atenção do público. Isso fez o nome de Kotobuki Yukari ficar famoso, ......e talvez esse nome finalmente tenha chegado aos seus ouvidos.",但是，我在今年通过「樱太郎的大冒险」得到注目，寿由香里一名变得有名起来，……说不定就传到了他的耳中。,但是，我在今年通過「櫻太郎的大冒險」得到注目，壽由香裡一名變得有名起來，……說不定就傳到了他的耳中。,Tuttavia ora che ‘l'Avventura di Sakutarou’ aveva catturato l'attenzione del pubblico quest'anno e aveva reso famoso il nome di Kotobuki Yukari... forse aveva finalmente raggiunto le sue orecchie.,"However, this year, ""Sakutarou's Great Adventure"" had caught the public eye. It had made the name of Kotobuki Yukari famous, ......and maybe that name had finally reached his ears.","Sin embargo, ahora que ""La Aventura de Sakutaro"" es el centro de atención este año e hizo famoso el nombre de Kotobuki Yukari, puede que finalmente haya alcanzado sus oídos.","However, this year, ""Sakutarou's Great Adventure"" had caught the public eye. It had made the name of Kotobuki Yukari famous, ......and maybe that name had finally reached his ears.","However, this year, ""Sakutarou's Great Adventure"" had caught the public eye. It had made the name of Kotobuki Yukari famous, ......and maybe that name had finally reached his ears.","However, this year, ""Sakutarou's Great Adventure"" had caught the public eye. It had made the name of Kotobuki Yukari famous, ......and maybe that name had finally reached his ears.","However, this year, ""Sakutarou's Great Adventure"" had caught the public eye. It had made the name of Kotobuki Yukari famous, ......and maybe that name had finally reached his ears."
,"I used to play with a lion stuffed animal called Sakutarou, along with Maria onee‐chan.","I used to play with a lion stuffed animal called Sakutarou, along with Maria onee-chan. "," I used to play with a lion stuffed animal called Sakutarou, along with Maria onee-chan.",あのライオンのぬいぐるみを、さくたろうと呼んで真里亞お姉ちゃんと一緒に遊んだこと。,あのライオンのぬいぐるみを、さくたろうと呼んで真里亞お姉ちゃんと一緒に遊んだこと。,Я вместе с сестрёнкой Марией играла с плюшевым львом по имени Сакутаро.,"Eu costumava brincar com um leão de pelúcia chamado Sakutarou, junto com a Maria onee‐chan.",我和那个把狮子的玩偶叫做樱太郎的真里亚姐姐一起玩过。,我和那個把獅子的玩偶叫做櫻太郎的真里亞姐姐一起玩過。,"Avevo l'abitudine di giocare con un leone di peluche chiamato Sakutarou, insieme a Maria Onee-chan.","I used to play with a lion stuffed animal called Sakutarou, along with Maria onee‐chan.","Solía jugar con un león de peluche llamado Sakutaro, junto con María onee-chan.","I used to play with a lion stuffed animal called Sakutarou, along with Maria onee‐chan.","I used to play with a lion stuffed animal called Sakutarou, along with Maria onee‐chan.","I used to play with a lion stuffed animal called Sakutarou, along with Maria onee‐chan.","I used to play with a lion stuffed animal called Sakutarou, along with Maria onee‐chan."
,"If those who knew this connected the name Sakutarou with the hint in my own name, ......then it's only natural that they'd figure out who I was.","If those who knew this connected the name Sakutarou with my name, ...then it's only natural that they'd figure out who I was. "," If those who knew this connected the name Sakutarou with my name, ......then it's only natural that they'd figure out who I was.",それを知る者が、さくたろうという名と、私の名を結び付けたなら、……私の正体に気付くのは、当然のこと。,それを知る者が、さくたろうという名と、私の名を結び付けたなら、……私の正体に気付くのは、当然のこと。,"Если они знали, что это связывает имя Сакутаро с моим именем...... естественно, что они выяснили, кто я.","Se aqueles que soubessem disso conectassem o nome do Sakutarou com a dica no meu próprio nome, ......então é natural que descobrissem quem eu era.",知道这点的人，把樱太郎这名字和我的名字联想到一起的话，……会注意到我的真实身份，是理所当然的。,知道這點的人，把櫻太郎這名字和我的名字聯想到一起的話，……會注意到我的真實身份，是理所當然的。,Se coloro che sapevano ciò avessero collegato il nome Sakutarou con il mio... allora è naturale che capiscano chi sono.,"If those who knew this connected the name Sakutarou with the hint in my own name, ......then it's only natural that they'd figure out who I was.",Si los que lo supieran conectasen el nombre de Sakutaro con mi nombre... es simplemente natural de que descubran quién fui.,"If those who knew this connected the name Sakutarou with the hint in my own name, ......then it's only natural that they'd figure out who I was.","If those who knew this connected the name Sakutarou with the hint in my own name, ......then it's only natural that they'd figure out who I was.","If those who knew this connected the name Sakutarou with the hint in my own name, ......then it's only natural that they'd figure out who I was.","If those who knew this connected the name Sakutarou with the hint in my own name, ......then it's only natural that they'd figure out who I was."
,"The number of people who could recognize me from this was very, very limited.","The number of people who would be able to recognize me from that was very, very small. "," The number of people who could recognize me from this was very, very limited.",そして、私の正体に気付ける人間は、とてもとても、限られている。,そして、私の正体に気付ける人間は、とてもとても、限られている。,"Число людей, которые могли узнать меня по этому, было очень ограничено.","O número de pessoas que poderiam me reconhecer a partir disso seria muito, muito limitado.",然后，能够注意到我真实身份的人，是非常非常少的。,然後，能夠注意到我真實身份的人，是非常非常少的。,"Il numero di persone che potevano riconoscermi da ciò erano molto, molto limitate.","The number of people who could recognize me from this was very, very limited.","El número de personas que podían reconocerme por esto era muy, muy limitado.","The number of people who could recognize me from this was very, very limited.","The number of people who could recognize me from this was very, very limited.","The number of people who could recognize me from this was very, very limited.","The number of people who could recognize me from this was very, very limited."
,".........This person was also well‐versed in detective novels, and a man.","......This person was also well-versed in detective novels, and a man. ",".........This person was also well-versed in detective novels, and a man.",………そして、推理小説に堪能な、男性。,………そして、推理小説に堪能な、男性。,".........К тому же, этот человек мужчина и хорошо разбирается в детективах.",.........Esse homem também é bem versado em obras de detetive.,………并且，是擅长推理小说的，男性。,………並且，是擅長推理小說的，男性。,"... Questa persone era anche molto versato nei romanzi polizieschi, e un uomo.",".........This person was also well‐versed in detective novels, and a man.","... Esta persona también era un gran conocedor de novelas de detectives, y era un hombre.",".........This person was also well‐versed in detective novels, and a man.",".........This person was also well‐versed in detective novels, and a man.",".........This person was also well‐versed in detective novels, and a man.",".........This person was also well‐versed in detective novels, and a man."
,I could only think of one person who matched.,I could only think of one person who matched. ," I could only think of one person who matched.",それが意味する人物を、私はひとりしか思い付けない。,それが意味する人物を、私はひとりしか思い付けない。,Я смогла представить только одного подходящего человека.,Eu só poderia pensar em uma pessoa que se enquadraria.,这代表的人物，我只能想到一个人。,這代表的人物，我只能想到一個人。,Riuscivo a pensare ad una sola persona che corrispondeva.,I could only think of one person who matched.,Solo puedo pensar en una persona posible.,I could only think of one person who matched.,I could only think of one person who matched.,I could only think of one person who matched.,I could only think of one person who matched.
,"After all, I had learned just how many detective novels he had kept piled up in his room......when going through his personal effects.","After all, I knew just how many detective novels he had piled up in his room, from the time when his effects were gone through. "," After all, I knew just how many detective novels he had piled up in his room, from the time when his effects were gone through.",遺品整理の時、彼が自室に、本当にたくさんの推理小説を積み上げているのを、私は知ったから。,遺品整理の時、彼が自室に、本当にたくさんの推理小説を積み上げているのを、私は知ったから。,"Как‐никак, когда перебирали его вещи, я узнала, сколько детективов он скопил в своей комнате.","Afinal, eu descobri quantos romances policiais ele tinha empilhados no seu quarto......quando fui buscar seus pertences pessoais.",因为我知道，在整理遗物时，他的房间里，真的堆满了相当多的推理小说。,因為我知道，在整理遺物時，他的房間裡，真的堆滿了相當多的推理小說。,"Dopotutto, sapevo esattamente quanti gialli aveva accumulato nella sua stanza, dal momento in cui i suoi effetti personali furono esaminati minuziosamente.","After all, I had learned just how many detective novels he had kept piled up in his room......when going through his personal effects.","Después de todo, sabía cuántas novelas había acumulado en su habitación cuando revisé sus pertenencias.","After all, I had learned just how many detective novels he had kept piled up in his room......when going through his personal effects.","After all, I had learned just how many detective novels he had kept piled up in his room......when going through his personal effects.","After all, I had learned just how many detective novels he had kept piled up in his room......when going through his personal effects.","After all, I had learned just how many detective novels he had kept piled up in his room......when going through his personal effects."
,It was almost the time we had arranged for our meeting.,It was almost the time we had arranged for our meeting. ," It was almost the time we had arranged for our meeting.",約束の時間は、もう少し。,約束の時間は、もう少し。,Приближалось время нашей встречи.,Já estava quase na hora do horário combinado.,离约定的时间，还差一点。,離約定的時間，還差一點。,Era quasi l'ora che avevamo deciso per il nostro incontro.,It was almost the time we had arranged for our meeting.,Era casi la hora a la que habíamos acordado vernos.,It was almost the time we had arranged for our meeting.,It was almost the time we had arranged for our meeting.,It was almost the time we had arranged for our meeting.,It was almost the time we had arranged for our meeting.
,"My heart was racing, ......almost like a girl in love for the first time......","My heart was racing, ...almost like a girl in love for the first time... "," My heart was racing, ......almost like a girl in love for the first time......",私の胸は、……まるで、恋を初めて知った少女のように高鳴るのだった……。,私の胸は、……まるで、恋を初めて知った少女のように高鳴るのだった……。,"Моё сердце колотилось почти так же, как у впервые влюбившейся девочки......","Meu coração estava acelerado, ......como se eu fosse uma garota se apaixonando pela primeira vez......",我的胸膛，……就像初恋的少女一样砰咚作响……。,我的胸膛，……就像初戀的少女一樣砰咚作響……。,Il mio cuore scalpitava... quasi come una ragazza innamorata per la prima volta...,"My heart was racing, ......almost like a girl in love for the first time......",Mi corazón latía aceleradamente... casi como el de una niña enamorada por primera vez...,"My heart was racing, ......almost like a girl in love for the first time......","My heart was racing, ......almost like a girl in love for the first time......","My heart was racing, ......almost like a girl in love for the first time......","My heart was racing, ......almost like a girl in love for the first time......"
,"At precisely the arranged time, I heard the sound of the chime on the door, .........and {i:they} appeared.","At the very instant that the arranged time came, I heard the sound of the chime on the door, ...and they appeared. "," At the very instant that the arranged time came, I heard the sound of the chime on the door, ......and they appeared.",約束の時間ちょうどに、来客を知らせるチャイムの音ともに、………彼らは姿を現した。,約束の時間ちょうどに、来客を知らせるチャイムの音と共に、………彼らは姿を現した。,"Как только настало оговорённое время, я услышала звон у двери...... и {i:они} появились.","Exatamente na hora marcada, eu ouvi o som do sino da porta, .........e {i:eles} apareceram.",在约好的时间，与告知有来客的铃声一起，………他们出现了。,在約好的時間，與告知有來客的鈴聲一起，………他們出現了。,"Nell'esatto momento in cui venne l'ora stabilita, sentii il suono della campanella sulla porta... e loro apparvero.","At precisely the arranged time, I heard the sound of the chime on the door, .........and {i:they} appeared.","En el mismísimo instante en el que llegó la hora acordada, oí el sonido de las campanillas de la puerta, y {i:ellos} aparecieron.","At precisely the arranged time, I heard the sound of the chime on the door, .........and {i:they} appeared.","At precisely the arranged time, I heard the sound of the chime on the door, .........and {i:they} appeared.","At precisely the arranged time, I heard the sound of the chime on the door, .........and {i:they} appeared.","At precisely the arranged time, I heard the sound of the chime on the door, .........and {i:they} appeared."
,It was a man sitting on a wheelchair...and a woman pushing him.,It was a man sitting on a wheelchair...and a woman pushing him. ," It was a man sitting on a wheelchair...and a woman pushing him.",それは、車椅子に乗った男性と、それを押す女性。,それは、車椅子に乗った男性と、それを押す女性。,"Человек, сидящий в инвалидном кресле... и женщина, которая его катила.",Era um homem sentado em uma cadeira de rodas...e uma mulher o empurrando.,那是坐在轮椅上的男性，和推着轮椅的女性。,那是坐在輪椅上的男性，和推著輪椅的女性。,Era un uomo seduto su di una sedia a rotelle... e una donna che lo stava spingendo.,It was a man sitting on a wheelchair...and a woman pushing him.,Era un hombre sentado en una silla de ruedas... y una mujer empujándole.,It was a man sitting on a wheelchair...and a woman pushing him.,It was a man sitting on a wheelchair...and a woman pushing him.,It was a man sitting on a wheelchair...and a woman pushing him.,It was a man sitting on a wheelchair...and a woman pushing him.
,My eyes immediately fixed on the man in the wheelchair.,My eyes immediately fixed on the man in the wheelchair. ," My eyes immediately fixed on the man in the wheelchair.",私はすぐに、車椅子の男性に目が釘付けになった。,私はすぐに、車椅子の男性に目が釘付けになった。,Мои глаза тут же сосредоточились на человеке в инвалидном кресле.,"Imediatamente, meus olhos se focaram no homem na cadeira de rodas.",我马上，就将目光聚集在坐在轮椅上的男性身上。,我馬上，就將目光聚集在坐在輪椅上的男性身上。,I miei occhi immediatamente si fissarono sull'uomo sulla sedia a rotelle.,My eyes immediately fixed on the man in the wheelchair.,Mi mirada se fijó inmediatamente en el hombre de la silla de ruedas.,My eyes immediately fixed on the man in the wheelchair.,My eyes immediately fixed on the man in the wheelchair.,My eyes immediately fixed on the man in the wheelchair.,My eyes immediately fixed on the man in the wheelchair.
,"......And, right away, ......I saw the similarity in his face...","...And, right away, ...I saw the traces that remained on his face... ","......And, right away, ......I saw the traces that remained on his face...",……そしてすぐに、……その面影に片鱗が残ることに気が付く…。,……そしてすぐに、……その面影に片鱗が残ることに気が付く…。,"......И я сразу же...... увидела черты, оставшиеся на его лице...","......E, na mesma hora, ......eu vi as similaridades em seu rosto...",……然后立刻就，……注意到那面影中还残留着的印象…。,……然後立刻就，……注意到那面影中還殘留著的印象…。,"... E, subito... vidi le tracce che erano rimaste sul suo volto...","......And, right away, ......I saw the similarity in his face...","... Y, de inmediato... vi los restos que quedaban en su cara...","......And, right away, ......I saw the similarity in his face...","......And, right away, ......I saw the similarity in his face...","......And, right away, ......I saw the similarity in his face...","......And, right away, ......I saw the similarity in his face..."
,"He was, unmistakably, ...............my brother.",There's no doubt about it. .........He's my brother. ," There's no doubt about it. ...............He's my brother.",紛れもなく、彼は、……………兄だった。,紛れもなく、彼は、……………兄だった。,Никаких сомнений. ...............Он мой брат.,"Eu não tive dúvida, ...............era o meu irmão.",毫无疑问，他是，……………哥哥。,毫無疑問，他是，……………哥哥。,Non c'è dubbio. ... Lui è mio Fratello.,"He was, unmistakably, ...............my brother.",No hay duda... Es mi hermano.,"He was, unmistakably, ...............my brother.","He was, unmistakably, ...............my brother.","He was, unmistakably, ...............my brother.","He was, unmistakably, ...............my brother."
,"My brother, ......Ushiromiya Battler......","My brother, ...Ushiromiya Battler... "," My brother......Ushiromiya Battler......",私の兄の、……右代宮戦人だった……。,私の兄の、……右代宮戦人だった……。,Мой брат...... Уширомия Баттлер......,"Meu irmão, ......Ushiromiya Battler......",是我的哥哥，……右代宫战人……。,是我的哥哥，……右代宮戰人……。,Mio Fratello... Ushiromiya Battler...,"My brother, ......Ushiromiya Battler......",Mi hermano... Ushiromiya Battler...,"My brother, ......Ushiromiya Battler......","My brother, ......Ushiromiya Battler......","My brother, ......Ushiromiya Battler......","My brother, ......Ushiromiya Battler......"
,"When our eyes met, he gave a little bow. I hurried to my feet and bowed back.","When our eyes met, he gave a little bow. I hurried to my feet and bowed back. "," When our eyes met, he gave a little bow. I hurried to my feet and bowed back.",兄は、私と目が合うと小さく会釈をする。私も慌てて席を立ち会釈をする。,兄は、私と目が合うと小さく会釈をする。私も慌てて席を立ち会釈をする。,"Когда наши глаза встретились, он слегка поклонился. Я поспешила подняться на ноги и поклониться в ответ.","Quando nossos olhares se cruzaram, ele deu um leve aceno com a cabeça. Eu me levantei e me curvei rapidamente.",哥哥他看着我轻轻点头示意。我也慌张地站起来回礼。,哥哥他看著我輕輕點頭示意。我也慌張地站起來回禮。,"Quando i nostri occhi si incontrarono, lui fece un piccolo inchino. Mi affrettai ad alzarmi e mi chinai anch'io in risposta.","When our eyes met, he gave a little bow. I hurried to my feet and bowed back.","Cuando nuestros ojos se cruzaron, me hizo una pequeña reverencia. Me apresuré en levantarme e hice otra reverencia en respuesta.","When our eyes met, he gave a little bow. I hurried to my feet and bowed back.","When our eyes met, he gave a little bow. I hurried to my feet and bowed back.","When our eyes met, he gave a little bow. I hurried to my feet and bowed back.","When our eyes met, he gave a little bow. I hurried to my feet and bowed back."
,......It was a somewhat exaggerated and silly way for a pair of siblings to greet each other after several decades apart.,...It was a somewhat exaggerated and silly way for a pair of siblings to greet each other after several decades apart. ,"......It was a somewhat exaggerated and silly way for a pair of siblings to greet each other after several decades apart.",……兄妹が、数十年ぶりに再会するというのに、何だか仰々しくて滑稽。,……兄妹が、数十年ぶりに再会するというのに、何だか仰々しくて滑稽。,......Несколько преувеличенный и глупый способ для брата и сестры поприветствовать друг друга спустя десятилетия разлуки.,......Foi uma forma meio que exagerada e boba para um par de irmãos se cumprimentarem depois de tantas décadas.,……明明是兄妹间数十年后的再会，这样总觉得略显滑稽。,……明明是兄妹間數十年後的再會，這樣總覺得略顯滑稽。,... Era un modo abbastanza sciocco ed esagerato di salutarsi per una coppia di fratelli dopo diversi decenni separati.,......It was a somewhat exaggerated and silly way for a pair of siblings to greet each other after several decades apart.,... Era una manera un tanto exagerada y tonta para un par de hermanos que se saludan el uno al otro después de estar varias décadas sin verse.,......It was a somewhat exaggerated and silly way for a pair of siblings to greet each other after several decades apart.,......It was a somewhat exaggerated and silly way for a pair of siblings to greet each other after several decades apart.,......It was a somewhat exaggerated and silly way for a pair of siblings to greet each other after several decades apart.,......It was a somewhat exaggerated and silly way for a pair of siblings to greet each other after several decades apart.
