Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
,But......I had already realized it.{n}...There was no need to be unnecessarily afraid of the red.,But...I've already realized something. ...There's no need to be overly afraid of the red. ," But, ......I had already realized it. ...There was no need to be unnecessarily afraid of the red.",しかし、……もう俺は気付いたのさ。…赤は、不必要に恐れる必要がないんだ。,しかし、……もう俺は気付いたのさ。{n}…赤は、不必要に恐れる必要がないんだ。,Однако... я уже осознал кое‐что.{n}...Не было необходимости излишне бояться красного.,Mas......eu já entendi isso.{n}...Não é necessário continuar a temer o vermelho.,不过，……我已经发现了。{n}…不必对红字抱以多余的恐惧。,不過，……我已經發現了。{n}…不必對紅字抱以多餘的恐懼。,Ma... l'avevo già compreso. ... Non era necessario avere paura del rosso senza un motivo.,But......I had already realized it.{n}...There was no need to be unnecessarily afraid of the red.,Pero... ya me he dado cuenta.{n}... No hay necesidad de asustarse innecesariamente del rojo.,ﻟﻜﻨﻨﻲ... ﺃﺩﺭﻛﺖُ ﺑﺎﻟﻔﻌﻞ ﺷﻴﺌًﺎ ﻣﺎ.{n}ﻻ ﺣﺎﺟﺔ ﻟﻠﻤﺒﺎﻟﻐﺔ ﻓﻲ ﺍﻟﺨﻮﻑ ﻣﻦ ﺍﻟﺤﻘﻴﻘﺔ ﺍﻟﺤﻤﺮﺍﺀ.,But......I had already realized it.{n}...There was no need to be unnecessarily afraid of the red.,But......I had already realized it.{n}...There was no need to be unnecessarily afraid of the red.,But......I had already realized it.{n}...There was no need to be unnecessarily afraid of the red.
Ushiromiya Battler,""".........You've brought out your secret weapon again. So...? What and how will the great {f:5:Beatrice}‐sama speak in red this time?""","""......You've brought out your trump card again. So...? How and for what will {f:5:Beatrice}-sama use the red this time?"" ",""".........You've brought out your trump card again. So...? What and how will Beatrice-sama speak in red this time?""",「………また抜きやがったな、伝家の宝刀だ。それで…？　今度はベアトリーチェさまは、何をどう赤で語って下さるってんだ？」,「………また抜きやがったな、伝家の宝刀だ。それで…？　今度はベアトリーチェさまは、何をどう赤で語って下さるってんだ？」,""".........Ты вновь извлекла на свет очередной козырь. Итак?.. Что {f:5:Беатриче}‐сама скажет красным на этот раз?""",""".........Você trouxe à tona sua arma secreta mais uma vez. E daí...? O que e como a grande {f:5:Beatrice}‐sama vai falar em vermelho dessa vez?""",「………又拔出来了呢，传家的宝刀。然后呢…？这次贝阿朵莉切夫人，又要用红字讲述什么啊？」,「………又拔出來了呢，傳家的寶刀。然後呢…？這次貝阿朵莉切夫人，又要用紅字講述什麼啊？」,"""... Hai di nuovo sfoderato il tuo asso nella manica. Allora...? Cosa dirà Beatrice-sama in rosso stavolta, e come?""",""".........You've brought out your secret weapon again. So...? What and how will the great {f:5:Beatrice}‐sama speak in red this time?""","""... Has vuelto a sacar tu arma secreta. ¿Entonces...? ¿Qué palabras va a pronunciar esta vez en rojo la gran {f:5:Beatrice}‐sama?""","""......ﻫﺎ ﻗﺪ ﺃﺧﺮﺟﺖِ ﺳﻼﺣﻚِ ﺍﻟﺴﺮﻱ ﻣﺠﺪﺩًﺍ. ﻭﺑﻌﺪ..؟ ﻋﻦ ﻣﺎﺫﺍ ﺳﺘﺘﺤﺪﺙ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎ ﺍﻟﻌﻈﻴﻤﺔ ﺑﺎﻷﺣﻤﺮ ﻫﺬﻩ ﺍﻟﻤﺮﺓ؟""",""".........You've brought out your secret weapon again. So...? What and how will the great {f:5:Beatrice}‐sama speak in red this time?""",""".........You've brought out your secret weapon again. So...? What and how will the great {f:5:Beatrice}‐sama speak in red this time?""",""".........You've brought out your secret weapon again. So...? What and how will the great {f:5:Beatrice}‐sama speak in red this time?"""
{f:5:Beatrice},"""......Hoh. What do you mean by this? Suddenly looking so relaxed...""","""...Hoh. What do you mean by that? Suddenly looking so relaxed..."" ","""......Hoh. What do you mean by that? Suddenly looking so relaxed...""",「……ほぉ。それはどういう意味か。急に余裕を見せおって…。」,「……ほぉ。それはどういう意味か。急に余裕を見せおって…」,"""......Хо. На что ты намекаешь? Вдруг весь расслабился...""","""......E daí? O que quer dizer com isso? De repente, você parece tão calmo...""",「……呵——。这是什么意思。突然变成了一副从容不迫的样子…」,「……呵——。這是什麼意思。突然變成了一副從容不迫的樣子…」,"""... Hoh. Cosa intendi dire con questo? Rilassandoti all'improvviso...""","""......Hoh. What do you mean by this? Suddenly looking so relaxed...""","""... Jo. ¿Qué quieres decir con eso? De repente se te ve tan relajado...""","""...ﻫﻮﻩ. ﻣﺎﺫﺍ ﺗﻘﺼﺪ؟ ﺗﺘﺼﺮﻑ ﺑﺜﻘﺔ ﻓﺠﺄﺓ...""","""......Hoh. What do you mean by this? Suddenly looking so relaxed...""","""......Hoh. What do you mean by this? Suddenly looking so relaxed...""","""......Hoh. What do you mean by this? Suddenly looking so relaxed..."""
Ushiromiya Battler,"""Sorry, but I've been waiting for you to take out that blood‐red treasured sword. ......Let's see, what will you proclaim in red this time?""","""Sorry, but I was waiting for you to take out that blood-red treasured sword of yours. ...Let's see, what'll you proclaim in red this time? ","""Sorry, but I was also waiting for you to take out that blood-red treasured sword. ......Let's see, what will you proclaim in red this time? ",「悪ぃが、その真っ赤な宝刀は、俺も抜いてくれるのを待ってたんだ。……さて、お前は今度は何を赤で宣言してくれるんだ？,「悪ぃが、その真っ赤な宝刀は、俺も抜いてくれるのを待ってたんだ。……さて、お前は今度は何を赤で宣言してくれるんだ？」,"""Извини, но я тоже жду как ты достанешь этот дражайший меч цвета крови. ......Ну‐с, что же ты заявишь красным на этот раз?""","""Desculpa, mas eu estive esperando você desembainhar essa sua preciosa espada de vermelho puro. ......Vamos ver o que você vai proclamar em vermelho dessa vez?""",「抱歉啊，我也正在等你拔出这真红的宝刀。……呀，这次你要用红字宣言什么啊？」,「抱歉啊，我也正在等你拔出這真紅的寶刀。……呀，這次你要用紅字宣言什麼啊？」,"""Mi dispiace, ma anche io stavo aspettando che tirassi fuori quella tua preziosa spada rosso sangue. ... Vediamo, cosa dirai in rosso stavolta?","""Sorry, but I've been waiting for you to take out that blood‐red treasured sword. ......Let's see, what will you proclaim in red this time?""","""Lo siento, pero he estado esperando a que sacaras esa preciada espada roja como la sangre que tanto atesoras... Veamos, ¿qué vas a proclamar en rojo esta vez?""","""ﺃﻋﺘﺬﺭ، ﻟﻜﻨﻲ ﻛﻨﺖ ﺃﻧﺘﻈﺮﻙِ ﻟﺘﺨﺮﺟﻲ ﺳﻴﻔﻚ ﺍﻷﺣﻤﺮ ﺍﻟﺜﻤﻴﻦ. ......ﻟﻨﺮﻯ، ﻣﺎ ﺍﻟﺬﻱ ﺳﺘﻌﻠﻨﻴﻪ ﺑﺎﻷﺣﻤﺮ ﻫﺬﻩ ﺍﻟﻤﺮﺓ؟""","""Sorry, but I've been waiting for you to take out that blood‐red treasured sword. ......Let's see, what will you proclaim in red this time?""","""Sorry, but I've been waiting for you to take out that blood‐red treasured sword. ......Let's see, what will you proclaim in red this time?""","""Sorry, but I've been waiting for you to take out that blood‐red treasured sword. ......Let's see, what will you proclaim in red this time?"""
Ushiromiya Battler,"""You aren't going to say ""the culprit was one of the 18"", are you? Let me warn you, that would be self‐destruction, remember? That would be the same as throwing away your own witch theory yourself. A complete resignation.""","You aren't going to say ""the culprit was one of those 18 people"", are you? Be careful, since that'd mean self-destruction for you, right? That'd be the same as throwing away your own witch theory yourself. A complete resignation."" ","You aren't going to say 'the culprit was one of those 18 people', are you? Let me warn you, that would be self-destruction, right? That would be the same as throwing away your own witch theory yourself. A complete resignation.""",“犯人は１８人の中にいる”とでも言ってくれるのか？　言っとくが、そいつは自爆だぜ？　その時点で、お前は魔女説を自ら捨てたも同然。まさに投了だ。」,「“犯人は１８人の中にいる”とでも言ってくれるのか？　言っとくが、そいつは自爆だぜ？　その時点で、お前は魔女説を自ら捨てたも同然。まさに投了だ」,"""Ты же не скажешь, что 'преступником является один из тех 18 человек', не так ли? Позволь предупредить, что это будет равносильно самоуничтожению, верно? Всё равно как отбросить свою собственную теорию о ведьме. Окончательное признание поражения.""","""Não vai dizer ""o culpado é um dos 18"", vai? Me deixe avisá‐la, isso seria autodestruição, lembra? Isso seria exatamente o mesmo que jogar fora sua própria teoria da bruxa. Uma completa renúncia.""",「难道要对我说“犯人在十八人之中”吗？话说在前头，这可是自爆哦？一旦说出口，这就等同于你自行舍弃了魔女说。直接认输。」,「難道要對我說“犯人在十八人之中”嗎？話說在前頭，這可是自爆哦？一旦說出口，這就等同於你自行捨棄了魔女說。直接認輸。」,"Ovviamente non stai per dire ‘il colpevole era uno di quei 18’, no? Non c'è bisogno che ti dica che sarebbe un suicido, esatto? Equivarrebbe a gettare via la tua identità di strega. Un totale abbandono.""","""You aren't going to say ""the culprit was one of the 18"", are you? Let me warn you, that would be self‐destruction, remember? That would be the same as throwing away your own witch theory yourself. A complete resignation.""","""No irás a decir que ‘el culpable fue uno de los 18’, ¿verdad? Déjame advertirte que eso sería tu propia autodestrucción. Eso sería lo mismo que desechar por ti misma tu propia teoría de la bruja. Una completa resignación.""","""ﺃﺳﺘﻘﻮﻟﻴﻦ ﺃﻥ ‘ﺍﻟﻤﺠﺮﻡ ﺃﺣﺪ ﺍﻟﺜﻤﺎﻧﻴﺔ ﻋﺸﺮ ﺷﺨﺼًﺎ‘؟ ﻟﻜﻦ ﺗﻮﺧﻲ ﺍﻟﺤﺬﺭ، ﻷﻧﻚ ﺳﺘﺪﻣﺮﻳﻦ ﻧﻔﺴﻚ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟ ﻫﻜﺬﺍ ﺳﺘﺪﺣﻀﻴﻦ ﺑﻨﻔﺴﻚ ﻧﻈﺮﻳﺔ ﺍﻟﻤﺠﺮﻣﺔ ﺍﻟﺴﺎﺣﺮﺓ. ﻭﻛﺄﻧﻚِ ﺗﻌﻠﻨﻴﻦ ﺍﺳﺘﺴﻼﻣﻚ!""","""You aren't going to say ""the culprit was one of the 18"", are you? Let me warn you, that would be self‐destruction, remember? That would be the same as throwing away your own witch theory yourself. A complete resignation.""","""You aren't going to say ""the culprit was one of the 18"", are you? Let me warn you, that would be self‐destruction, remember? That would be the same as throwing away your own witch theory yourself. A complete resignation.""","""You aren't going to say ""the culprit was one of the 18"", are you? Let me warn you, that would be self‐destruction, remember? That would be the same as throwing away your own witch theory yourself. A complete resignation."""
,"That's right. The red isn't always necessarily to Beato's advantage. On the contrary, if she used it the wrong way, it's dangerous enough that she could bring about her own death.","That's right, the red wasn't always a weapon that worked in Beato's favor alone. It was the other way around. ","That's right, the red hadn't always been a weapon that only Beato could use. It was the other way around.",そうさ。赤は常にベアトの武器になるとは限らない。それどころか、誤って使えば、自らをも死に至らしかねないほどに危険なのだ。,そうさ。赤は常にベアトの武器になるとは限らない。それどころか、誤って使えば、自らをも死に至らしかねないほどに危険なのだ。,"Именно так, красный не всегда был оружием исключительно для Беато. Как раз наоборот.","Isso mesmo. O vermelho não é necessariamente sempre uma vantagem para a Beato. Pelo contrário, se ela usar da forma errada, é perigoso o suficiente ao ponto de levar ela à própria morte.",对。红字并不总只是贝阿朵的武器。岂止如此，它还危险到了，一旦用错地方，就有可能置自身于死地。,對。紅字並不總只是貝阿朵的武器。豈止如此，它還危險到了，一旦用錯地方，就有可能置自身於死地。,"È vero, il rosso è sempre stata un'arma che solo Beato poteva usare. {n}D'altro canto, se l'avesse usato nella maniera sbagliata, sarebbe stato abbastanza pericoloso da condurre alla sua stessa morte.","That's right. The red isn't always necessarily to Beato's advantage. On the contrary, if she used it the wrong way, it's dangerous enough that she could bring about her own death.","Es cierto. El rojo no siempre es necesariamente ventajoso para Beato. Por el contrario, si ella lo usara de la forma incorrecta, sería tan peligroso que podría provocar su propia muerte.",ﻫﺬﺍ ﺻﺤﻴﺢ، ﻟﻢ ﺗﻜﻦ ﺍﻟﺤﻘﻴﻘﺔ ﺍﻟﺤﻤﺮﺍﺀ ﺳﻼﺣًﺎ ﻳﻌﻤﻞ ﻟﺼﺎﻟﺢ ﺑﻴـﺎﺗﻮ ﻓﺤﺴﺐ. ﺑﻞ ﻋﻠﻰ ﺍﻟﻌﻜﺲ ﻣﻦ ﺫﻟﻚ. ﺇﺫﺍ ﺍﺳﺘﺨﺪﻣﺘﻬﺎ ﺑﺈﻫﻤﺎﻝٍ، ﻓﺴﻴﻜﻮﻥ ﺫﻟﻚ ﺧﻄﻴﺮًﺍ ﻟﺪﺭﺟﺔ ﺍﻟﺘﺴﺒﺐ ﻓﻲ ﻣﻮﺗﻬﺎ.,"That's right. The red isn't always necessarily to Beato's advantage. On the contrary, if she used it the wrong way, it's dangerous enough that she could bring about her own death.","That's right. The red isn't always necessarily to Beato's advantage. On the contrary, if she used it the wrong way, it's dangerous enough that she could bring about her own death.","That's right. The red isn't always necessarily to Beato's advantage. On the contrary, if she used it the wrong way, it's dangerous enough that she could bring about her own death."
," If she used it carelessly and said something which ended up denying herself, that would be exactly the same thing as self‐destructing.","If she used it the wrong way, it was dangerous enough that she could bring about her own death. "," If she used it the wrong way, it was dangerous enough that she could bring about her own death.",もし迂闊に使い、自らを否定するようなことを言ってしまえば、それはまさに自爆も同然。,もし迂闊に使い、自らを否定するようなことを言ってしまえば、それはまさに自爆も同然。,"Воспользуйся она им неправильно, то могла навлечь на себя опасность, сулившую ей смерть."," Se ela usar de forma descuidada e disser algo que possa acabar negando a si mesma, isso seria exatamente o mesmo que autodestruição.",如果稀里糊涂地乱用，说出了自我否定的话，那就等同于自爆。,如果稀里糊塗地亂用，說出了自我否定的話，那就等同於自爆。,"Se lo usasse senza prestare attenzione e dicesse qualcosa che finirebbe per negarla, sarebbe come autodistruggersi."," If she used it carelessly and said something which ended up denying herself, that would be exactly the same thing as self‐destructing."," Si la utiliza descuidadamente y dijera algo que acabase negándola a ella misma, sería exactamente lo mismo que autodestruirse.", ﻟﻮ ﺗﺤﺪﺛﺖ ﺑﺤﻘﻴﻘﺔٍ ﻣﺘﻬﻮﺭﺓٍ، ﻓﻘﺪ ﻳﺆﺩﻱ ﺑﻬﺎ ﺍﻷﻣﺮ ﺇﻟﻰ ﺇﻧﻜﺎﺭ ﻧﻔﺴﻬﺎ، ﻛﻤﺎ ﻟﻮ ﺃﻧﻬﺎ ﺣﺮﻓﻴًﺎ ﺗُﺪﻣﺮ ﻧﻔﺴﻬﺎ.," If she used it carelessly and said something which ended up denying herself, that would be exactly the same thing as self‐destructing."," If she used it carelessly and said something which ended up denying herself, that would be exactly the same thing as self‐destructing."," If she used it carelessly and said something which ended up denying herself, that would be exactly the same thing as self‐destructing."
Ushiromiya Battler,"""Of course, it would also be sad and difficult for me to accept if you told me in red that one of the 18 was the culprit. ......No matter who the culprit actually was, it would surely bring me some tough emotions...""","If she used it carelessly and said something that ended up denying herself, that'd be exactly the same as self-destructing. ""Of course, it'd be sad and difficult for me to accept if you told me in red that one of the 18 was the culprit. ...No matter who the culprit actually was, I'd definitely have to deal with some tough emotions..."" "," If she used it carelessly and said something which ended up denying herself, that would be exactly the same thing as self-destructing.""Of course, it would also be sad and difficult for me to accept if you told me in red that one of the 18 was the culprit. ......No matter who the culprit actually was, it would surely bring me some tough emotions...",「確かに俺にとっても、１８人の中に犯人がいると赤で言われることは、受け容れたくない悲しい事実さ。……例え誰が犯人であっても、俺はきっと辛い気持ちになるだろうぜ…。,「確かに俺にとっても、１８人の中に犯人がいると赤で言われることは、受け容れたくない悲しい事実さ。……例え誰が犯人であっても、俺はきっと辛い気持ちになるだろうぜ…」,"""Если она воспользуется им неосторожно и скажет что‐нибудь, что приведёт к отрицанию самой себя, это будет равносильно самоуничтожению. Разумеется, мне было бы грустно и сложно смириться, скажи ты красным, что преступником является один из восемнадцати. ......Кто бы им ни оказался, мне наверняка, как пить дать, будет тяжело на душе...""","""É claro, também seria bem triste e difícil para eu aceitar se você me disser em vermelho que um dos dezoito é o culpado. ......Não importa realmente quem seja o culpado, isso certamente me deixaria em conflito com minhas emoções...""",「确实，对我来说，以红字说的“十八人之中有犯人”，是我不愿接受的悲惨事实。……无论谁是犯人，我都一定会非常难过…」,「確實，對我來說，以紅字說的“十八人之中有犯人”，是我不願接受的悲慘事實。……無論誰是犯人，我都一定會非常難過…」,"""Ovviamente, sarebbe anche triste e difficile per me accettare che uno dei 18 fosse il colpevole, se lo dicessi in rosso. ... Non importa chi fosse davvero il colpevole, mi provocherebbe di sicuro un gran dolore...","""Of course, it would also be sad and difficult for me to accept if you told me in red that one of the 18 was the culprit. ......No matter who the culprit actually was, it would surely bring me some tough emotions...""","""Por supuesto, también sería triste y difícil de aceptar para mí si me dijeras en rojo que uno de los 18 fue el culpable... Sin importar quién fuese el culpable, seguramente me dejaría en conflicto con mis emociones...""","""ﺑﺎﻟﻄﺒﻊ، ﺳﻴﻜﻮﻥ ﻣﻦ ﺍﻟﺼﻌﺐ ﻭﺍﻟﻤﺤﺰﻥ ﺑﺎﻟﻨﺴﺒﺔ ﻟﻲ ﻗﺒﻮﻝ ﺃﻥ ﺗﻘﻮﻟﻲ ﺑﺎﻷﺣﻤﺮ ﺇﻥ ﺃﺣﺪ ﺍﻟـ81 ﻫﻮ ﺍﻟﺠﺎﻧﻲ. ......ﻭﻣﻬﻤﺎ ﻛﺎﻥ ﺍﻟﺠﺎﻧﻲ، ﺳﺄﺷﻌﺮ ﺑﺎﻟﺤﺰﻥ ﺑﻼ ﺷﻚ....""","""Of course, it would also be sad and difficult for me to accept if you told me in red that one of the 18 was the culprit. ......No matter who the culprit actually was, it would surely bring me some tough emotions...""","""Of course, it would also be sad and difficult for me to accept if you told me in red that one of the 18 was the culprit. ......No matter who the culprit actually was, it would surely bring me some tough emotions...""","""Of course, it would also be sad and difficult for me to accept if you told me in red that one of the 18 was the culprit. ......No matter who the culprit actually was, it would surely bring me some tough emotions..."""
Ushiromiya Battler,"""But before that, it would mean your defeat! Saying in red that the culprit is a human is equivalent to your proclamation of resignation!! If you want to strike me a blow so badly you're prepared to die at the same time, I think that's a pretty interesting move. However, this battle will end in my victory!!""","""But before that, it would mean your defeat! Saying in red that the culprit is a human is equivalent to your proclamation of resignation!! If you want to strike me a blow so badly you're prepared to die at the same time, I think that's a pretty interesting move. However, this battle will end in my victory!!"" "," But before that, it would mean your defeat! Saying in red that the culprit is a human is equivalent to your proclamation of resignation!! If you want us to stab at each other in a simultaneous clash, I think that's a pretty interesting move. However, this battle will end in my victory!!""",　だが、それはそれ以前にお前の敗北も意味するッ！　人間が犯人だとお前が赤で語ることは、お前の投了宣言にも等しい！！　お前が、俺と刺し違えても相打ちにしたいってんなら、それも面白い一手だろうぜ。だが、この勝負は俺の勝ちで終わるッ！！」,「だが、それはそれ以前にお前の敗北も意味するッ！　人間が犯人だとお前が赤で語ることは、お前の投了宣言にも等しい！！　お前が、俺と刺し違えても相打ちにしたいってんなら、それも面白い一手だろうぜ。だが、この勝負は俺の勝ちで終わるッ！！」,"""Но сперва это будет означать твое поражение! Заявление красным, что преступник — человек, эквивалентно твоему объявлению о поражении! Если ты хочешь, чтобы мы закололи друг друга одновременными выпадами, то я нахожу это интересным ходом. Однако этот бой завершится моей победой!""","""Mas antes disso, isso significaria sua derrota! Dizer em vermelho que o culpado é humano é o equivalente a proclamar sua submissão!! Se você quer me atingir tanto, ao ponto de estar preparada para morrer ao mesmo tempo, eu penso que seria um movimento muito interessante. Porém, esta batalha vai terminar com a minha vitória!!""",「但是，在此之前，这也意味着你的败北！你以红字讲述的“人类是犯人”，等同于你的认输宣言！！若你宁肯同归于尽也要打个不分胜负的话，这倒也算是有趣的一招。但是，这场对局，会以我的胜利而告终！！」,「但是，在此之前，這也意味著你的敗北！你以紅字講述的“人類是犯人”，等同於你的認輸宣言！！若你寧肯同歸於盡也要打個不分勝負的話，這倒也算是有趣的一招。但是，這場對局，會以我的勝利而告終！！」,"Ma prima di ogni altra cosa, significherebbe la tua sconfitta! Dire in rosso che il colpevole è un umano equivale ad arrendersi!! Se vuoi che ci trafiggiamo in uno scontro diretto, credo sia una mossa piuttosto interessante. Tuttavia, questa battaglia si concluderà con la mia vittoria!!""","""But before that, it would mean your defeat! Saying in red that the culprit is a human is equivalent to your proclamation of resignation!! If you want to strike me a blow so badly you're prepared to die at the same time, I think that's a pretty interesting move. However, this battle will end in my victory!!""","""¡Pero antes de eso, significaría tu derrota! ¡¡Decir en rojo que el culpable es un humano es igual a proclamar tu resignación!! Si tienes tantas ganas de asestarme un golpe que estás dispuesta a morir en el intento, creo que es un movimiento bastante interesante. ¡¡Sin embargo, esta batalla terminará con mi victoria!!""","""ﻭﻟﻜﻦ ﺫﻟﻚ ﻗﺪ ﻳﻌﻨﻲ ﻫﺰﻳﻤﺘﻚِ! ﺇﺫﺍ ﻗﻠﺖِ ﺑﺎﻷﺣﻤﺮ ﺃﻥ ﺍﻟﻤﺠﺮﻡ ﺑﺸﺮﻱ ﻓﻜﺄﻧﻚِ ﺗﻌﻠﻨﻴﻦ ﺍﺳﺘﺴﻼﻣﻚ!! ﻭﺇﻥ ﻛﻨﺖِ ﻣﺴﺘﻌﺪﺓ ﻟﻘﺘﺎﻝ ﺣﺘﻰ ﺍﻟﻨﻬﺎﻳﺔ ﻭﻟﻮ ﺃﺩﻯ ﺫﻟﻚ ﻟﻤﻮﺗﻨﺎ ﻣﻌﺎً، ﻓﻬﻲ ﺑﺎﻟﻔﻌﻞ ﺧﻄﻮﺓ ﺟﺮﻳﺌﺔ. ﻟﻜﻦ ﻫﺬﻩ ﺍﻟﻤﻌﺮﻛﺔ ﺳﺘﻨﺘﻬﻲ ﺑﻨﺼﺮﻱ!!""","""But before that, it would mean your defeat! Saying in red that the culprit is a human is equivalent to your proclamation of resignation!! If you want to strike me a blow so badly you're prepared to die at the same time, I think that's a pretty interesting move. However, this battle will end in my victory!!""","""But before that, it would mean your defeat! Saying in red that the culprit is a human is equivalent to your proclamation of resignation!! If you want to strike me a blow so badly you're prepared to die at the same time, I think that's a pretty interesting move. However, this battle will end in my victory!!""","""But before that, it would mean your defeat! Saying in red that the culprit is a human is equivalent to your proclamation of resignation!! If you want to strike me a blow so badly you're prepared to die at the same time, I think that's a pretty interesting move. However, this battle will end in my victory!!"""
,"{f:5:Beatrice}'s red was truly her secret weapon, her treasured blade. The things she spoke in red would become solidified as the truth, and no amount of evidence or counterarguments could change them.","{f:5:Beatrice}'s red was her true trump card. When that person speaks in red, it's definitely the truth, and no amount of proof or counterarguments can change that. ","Beatrice's red was her true trump card. When that person spoke in red, it was surely the truth, and no amount of proof or counterarguments could change that.",ベアトリーチェの赤は、まさに伝家の宝刀。ヤツが赤で語ったことは証拠も反論の余地もなく、それが真実となって確定してしまう。,ベアトリーチェの赤は、まさに伝家の宝刀。ヤツが赤で語ったことは証拠も反論の余地もなく、それが真実となって確定してしまう。,"Красная правда {f:5:Беатриче} была её козырем. Стоит кому‐то сказать что‐либо красным, и никакие доказательства и контраргументы уже не смогут изменить сказанное.","O vermelho da {f:5:Beatrice} é realmente sua arma secreta, sua preciosa espada.{n}As coisas que ela fala em vermelho se tornam a verdade solidificada, e não importa quantos argumentos e evidências se tenham, isso é imutável.",贝阿朵莉切的红字正如传家的宝刀。她用红字所说之事，没有索要证据与提出反驳的余地，直接就确定了此即为真实。,貝阿朵莉切的紅字正如傳家的寶刀。她用紅字所說之事，沒有索要證據與提出反駁的餘地，直接就確定了此即為真實。,"Il rosso di Beatrice era la sua carta vincente. Quando parlava in rosso, era verità di sicuro, e nessuna prova o affermazione poteva cambiarla.","{f:5:Beatrice}'s red was truly her secret weapon, her treasured blade. The things she spoke in red would become solidified as the truth, and no amount of evidence or counterarguments could change them.","El rojo de {f:5:Beatrice} era realmente su arma secreta, su espada más preciada. Las cosas que ella dijera en rojo se consolidarían como la verdad, y ninguna cantidad de pruebas o contraargumentos podría cambiarlas.",ﺑﺎﻟﺘﺄﻛﻴﺪ ﺗﻌﺘﺒﺮ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺍﻷﺣﻤﺮَ ﺳﻼﺣﻬﺎ ﺍﻟﻨﻔﻴﺲ. ﻣﺎ ﻳُﻘﺎﻝ ﺑﻪ ﻳﺼﺒﺢ ﺣﻘﻴﻘﺔ ﻻ ﻳﻤﻜﻦ ﻧﻔﻴﻬﺎ ﻭﻻ ﺣﺘﻰ ﻣﻨﺎﻗﺸﺘﻬﺎ.,"{f:5:Beatrice}'s red was truly her secret weapon, her treasured blade. The things she spoke in red would become solidified as the truth, and no amount of evidence or counterarguments could change them.","{f:5:Beatrice}'s red was truly her secret weapon, her treasured blade. The things she spoke in red would become solidified as the truth, and no amount of evidence or counterarguments could change them.","{f:5:Beatrice}'s red was truly her secret weapon, her treasured blade. The things she spoke in red would become solidified as the truth, and no amount of evidence or counterarguments could change them."
,"They had cut me down to size many times now, rending in two any supports my heart had to lean on.","Until now, she's used that to severely wound me, and each time, the tiny foundations supporting my heart get split in half. "," Until now she had used that to severely wound me, and each time a little part of my heart would split in half.",それらは俺を何度も叩き斬り、わずかな心の拠り所をいつも真っ二つにしてきた。,それらは俺を何度も叩き斬り、わずかな心の拠り所をいつも真っ二つにしてきた。,"До недавнего времени она пользовалась им для нанесения мне ужасных ран, и каждый раз маленькая часть моего сердца разрывалась напополам.","Até agora, ela me causou diversos ferimentos, e toda vez, partindo em dois a base que dá suporte ao meu coração.",这把宝刀一次又一次地朝我砍来，将支撑我心灵的小小支柱一分为二。,這把寶刀一次又一次地朝我砍來，將支撐我心靈的小小支柱一分為二。,"Finora l'aveva usato per ferirmi pesantemente, e ogni volta una piccola parte del mio cuore veniva spezzata.","They had cut me down to size many times now, rending in two any supports my heart had to lean on.","Hasta ahora ella había usado eso para herirme severamente, y cada vez una pequeña parte de mi corazón se partiría en dos.",ﻟﻄﺎﻟﻤﺎ ﺣﻄﻤﺖ ﺑﻪ ﻛﻞ ﻣﺎ ﺃﺗﺸﺒﺚ ﺑﻪ ﻣﻦ ﺃﻣﻞ ﺃﻭ ﻣﻨﻄﻖ.,"They had cut me down to size many times now, rending in two any supports my heart had to lean on.","They had cut me down to size many times now, rending in two any supports my heart had to lean on.","They had cut me down to size many times now, rending in two any supports my heart had to lean on."
