Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
Ushiromiya Maria,"""Then I'll finish eating quickly! Uu‐uu‐uu!""","""Then I'll finish eating quickly! Uu-uu-uu-!"" ","""Then Maria will finish eating quickly!  Uu-uu-uu-!""",「じゃあ早く食事を終わらす！　うーうーうー！」,「じゃあ早く食事を終わらす！　うーうーうー！」,"""Тогда Мария всё сейчас же съест! У‐у‐у‐у‐у‐у!""","""Então vou terminar de comer rápido! Uu‐uu‐uu!""",「那，真里亚快快吃完饭！呜——呜——呜——！」,「那，真里亞快快吃完飯！嗚——嗚——嗚——！」,"""Allora Maria finirà presto di mangiare! Uu-uu-uu-!""","""Then I'll finish eating quickly! Uu‐uu‐uu!""","""¡Entonces María terminará de comer rápido! ¡Uu‐uu‐uu!""","""ﺇﺫًﺍ ﺳﺘﺄﻛﻞ ﻣﺎﺭﻳﺎ ﺑﺴﺮﻋﺔ! ﺃﻭﻭ-ﺃﻭﻭ-ﺃﻭﻭ!""","""Then I'll finish eating quickly! Uu‐uu‐uu!""","""Then I'll finish eating quickly! Uu‐uu‐uu!""","""Then I'll finish eating quickly! Uu‐uu‐uu!"""
,"As soon as she proclaimed that, she started tearing into her meal.","As soon as she proclaimed that, she started tearing into her meal. ","As soon as she proclaimed that, she started tearing into her meal.",そう宣言すると、がっつくように食事を急ぎ始める。,そう宣言すると、がっつくように食事を急ぎ始める。,"Как только она это объявила, то сразу же принялась уписывать всё подряд, словно голодный зверёк.","Assim que disse aquilo, ela começou a devorar sua janta.",如此宣言完后，真里亚就狼吞虎咽地吃了起来。,如此宣言完後，真里亞就狼吞虎咽地吃了起來。,"Non appena ebbe proclamato questo, iniziò a divorare il suo pasto.","As soon as she proclaimed that, she started tearing into her meal.","Tan pronto aseguró eso, comenzó a devorar su comida.",ﺣﺎﻟﻤﺎ ﻗﺎﻟﺖ ﺫﻟﻚ، ﺷﺮﻋﺖ ﺗﺄﻛﻞ ﻭﺟﺒﺘﻬﺎ ﺑﻨﻬﻢ.,"As soon as she proclaimed that, she started tearing into her meal.","As soon as she proclaimed that, she started tearing into her meal.","As soon as she proclaimed that, she started tearing into her meal."
,"Auntie Rosa scolded her, telling her not to make a scene.{n}It seemed that she had seen it coming immediately.","Aunt Rosa got mad at her, saying that was rude. It seemed that she'd expected this would happen right away. ","Rosa oba-san got mad at her, saying that was rude.It seemed that she had expected this would happen right away.",みっともない真似をしないようにと楼座叔母さんが怒る。すぐに想定できた事態らしい。,みっともない真似をしないようにと楼座叔母さんが怒る。{n}すぐに想定できた事態らしい。,"Тётя Роза рассердилась на неё, говоря, что вести себя так неприлично.{n}По‐видимому она ждала, что это произойдет сразу же.","A tia Rosa a repreendeu, dizendo que aquilo não era educado.{n}Parece que ela viu isso chegando imediatamente.",楼座姑母急忙教训道，别太不像样了。{n}这貌似是当即就预料到了的事态。,樓座姑母急忙教訓道，別太不像樣了。{n}這貌似是當即就預料到了的事態。,"Rosa oba-san si arrabbiò con lei, dicendo che era una cosa da maleducati. Apparentemente si era aspettata sin dal primo momento che sarebbe successo.","Auntie Rosa scolded her, telling her not to make a scene.{n}It seemed that she had seen it coming immediately.","La tía Rosa se enojó con ella, diciendo que eso era descortés.{n}Al parecer ella había imaginado que esto pasaría inmediatamente.",ﻓﻐﻀﺒﺖ ﻣﻨﻬﺎ ﺍﻟﻌﻤﺔ ﺭﻭﺯﺍ، ﻗﺎﺋﻠﺔ ﺃﻧّﻪ ﺗﺼﺮﻑٌ ﻓﻆٌّ.{n}ﻳﺒﺪﻭ ﺃﻧّﻬﺎ ﺗﻮﻗﻌﺖ ﺣﺪﻭﺙ ﺫﻟﻚ ﻋﻠﻰ ﺍﻟﻔﻮﺭ.,"Auntie Rosa scolded her, telling her not to make a scene.{n}It seemed that she had seen it coming immediately.","Auntie Rosa scolded her, telling her not to make a scene.{n}It seemed that she had seen it coming immediately.","Auntie Rosa scolded her, telling her not to make a scene.{n}It seemed that she had seen it coming immediately."
,"I had been thinking that, if I were as straightforward as Maria onee‐chan, that would probably be exactly what I would do as well, so it brought a kind of warm smile to my face when my expectations weren't betrayed.","I also thought that, given how straightforward Maria was, that was probably what she'd do, so it was kind of pleasant when my expectations weren't betrayed. ","I had also thought that, if I were as naive as Maria onee-chan, I would probably do the same thing, so it was kind of pleasant when my expectations weren't betrayed.",私も、真里亞お姉ちゃんの単純さなら、きっとそうするだろうと思ったので、予想を裏切られなくて何だか微笑ましくなった。,私も、真里亞お姉ちゃんの単純さなら、きっとそうするだろうと思ったので、予想を裏切られなくて何だか微笑ましくなった。,"Я тоже подумала, что если бы я была столь же наивна, как и Мария онее‐чан, то я, наверное, сделала бы то же самое, так что мне было отчасти приятно, когда мои ожидания не оказались преданы.","Eu estive pensando que, se eu fosse direta como a Maria onee‐chan, isto provavelmente seria exatamente o que o faria também, por isso eu acabei sorrindo de forma calorosa quando vi que minhas expectativas não haviam sido traídas.",当然我也想到了，以真里亚姐姐的那份单纯，肯定会变成这样的。我因为“果然不出所料”，而不禁露出了微笑。,當然我也想到了，以真里亞姐姐的那份單純，肯定會變成這樣的。我因為“果然不出所料”，而不禁露出了微笑。,"Anche io avevo pensato che, se fossi stata ingenua come Maria Onee-chan, avrei fatto con ogni probabilità la stessa cosa, perciò era stato quasi piacevole vedere che le mie aspettative non erano state tradite.","I had been thinking that, if I were as straightforward as Maria onee‐chan, that would probably be exactly what I would do as well, so it brought a kind of warm smile to my face when my expectations weren't betrayed.","Yo también había pensado que, si fuera tan ingenua como María onee-chan, probablemente haría lo mismo, así que fue agradable cuando mis expectativas no fueron traicionadas.",ﺗﻮﻗﻌﺖ ﻫﺬﺍ ﺃﻳﻀًﺎ، ﻧﻈﺮًﺍ ﻟﻤﺪﻯ ﻭﺿﻮﺡ ﺗﺼﺮﻓﺎﺕ ﻣﺎﺭﻳﺎ، ﻟﺬﺍ ﻛﺎﻥ ﺍﻷﻣﺮ ﻣﻤﺘﻌًﺎ ﻋﻨﺪﻣﺎ ﺃﺻﺎﺏ ﺗﻮﻗﻌﻲ.,"I had been thinking that, if I were as straightforward as Maria onee‐chan, that would probably be exactly what I would do as well, so it brought a kind of warm smile to my face when my expectations weren't betrayed.","I had been thinking that, if I were as straightforward as Maria onee‐chan, that would probably be exactly what I would do as well, so it brought a kind of warm smile to my face when my expectations weren't betrayed.","I had been thinking that, if I were as straightforward as Maria onee‐chan, that would probably be exactly what I would do as well, so it brought a kind of warm smile to my face when my expectations weren't betrayed."
,"In the end, Auntie Rosa succumbed to her daughter's eyes sparkling with anticipation, cleaned up the table, and took out the long‐awaited wrapped present.","In the end, Aunt Rosa lost to her daughter's eyes, which were sparkling with anticipation, cleaned up the table, and took out the long-awaited wrapped present. ","In the end, Rosa oba-san lost to her daughter's eyes, which were sparkling with anticipation, cleaned up the table, and took out the long-awaited wrapped present.",結局、期待できらきらさせている娘の瞳に負けて、楼座叔母さんは、机の上を片付けさせて、お待ちかねのプレゼントの包みを出してくれた。,結局、期待できらきらさせている娘の瞳に負けて、楼座叔母さんは、机の上を片付けさせて、お待ちかねのプレゼントの包みを出してくれた。,"В конце концов, Роза поддалась искрящимся нетерпением глазам дочери, убралась на столе и достала долгожданный обернутый подарок.","No fim, a tia Rosa sucumbiu aos brilhantes olhos de sua filha empolgada, limpou a mesa e pegou o tão aguardado presente que estava embrulhado.",结果，楼座姑母输给了因期待而闪闪发光的女儿的瞳孔，让服务员收拾了下桌面，放上了让女儿等得猴急的礼物盒。,結果，樓座姑母輸給了因期待而閃閃發光的女兒的瞳孔，讓服務員收拾了下桌面，放上了讓女兒等得猴急的禮物盒。,"Alla fine, Rosa oba-san non seppe resistere agli occhi di sua figlia, che brillavano dall'anticipazione, pulì il tavolo, e tirò fuori il tanto atteso regalo incartato.","In the end, Auntie Rosa succumbed to her daughter's eyes sparkling with anticipation, cleaned up the table, and took out the long‐awaited wrapped present.","Al final, la tía Rosa perdió contra la mirada de su hija, que estaba brillando de anticipación, limpió la mesa, y tomó el tan esperado regalo envuelto.",ﻓﻲ ﻧﻬﺎﻳﺔ ﺍﻟﻤﻄﺎﻑ، ﺧﺴﺮﺕ ﺍﻟﻌﻤﺔ ﺭﻭﺯﺍ ﺃﻣﺎﻡ ﺑﺮﻳﻖ ﻋﻴﻨﻲ ﺍﺑﻨﺘﻬﺎ، ﺍﻟﻠﺘﺎﻥ ﻛﺎﻧﺘﺎ ﺗﻠﻤﻌﺎﻥ ﻟﻬﻔﺔً ﻭﺗﺮﻗﺒًﺎ، ﺑﺎﻟﺘﺎﻟﻲ، ﻧﻈﻔﺖ ﺍﻟﻄﺎﻭﻟﺔ ﻭﺃﺧﺮﺟﺖ ﺍﻟﻬﺪﻳﺔ ﺍﻟﻤﻐﻠﻔﺔ ﺍﻟﺘﻲ ﻃﺎﻝ ﺍﻧﺘﻈﺎﺭﻫﺎ.,"In the end, Auntie Rosa succumbed to her daughter's eyes sparkling with anticipation, cleaned up the table, and took out the long‐awaited wrapped present.","In the end, Auntie Rosa succumbed to her daughter's eyes sparkling with anticipation, cleaned up the table, and took out the long‐awaited wrapped present.","In the end, Auntie Rosa succumbed to her daughter's eyes sparkling with anticipation, cleaned up the table, and took out the long‐awaited wrapped present."
Ushiromiya Rosa,"""Happy birthday, Maria. ......I couldn't spend much time on it, so I couldn't make it very well...""","""Happy birthday, Maria. ...I wasn't able to spend much time on it, so I couldn't make it very well..."" ","""Happy birthday, Maria.  ......I couldn't spend much time on it, so I couldn't make it very well...""",「ハッピーバースデー、真里亞。……なかなか時間が取れなくて、あまり上手に作れなかったんだけど…。」,「ハッピーバースデー、真里亞。……なかなか時間が取れなくて、あまり上手に作れなかったんだけど…」,"""С днём рождения, Мария. ......У меня не было возможности потратить на него достаточно времени, поэтому у меня не слишком хорошо получилось...""","""Feliz aniversário, Maria. ......Eu não consegui dedicar muito tempo, por isso não ficou tão bem feito...""",「生日快乐，真里亚。……由于很难抽出时间，所以做得并不怎么好…」,「生日快樂，真里亞。……由於很難抽出時間，所以做得並不怎麼好…」,"""Happy birthday, Maria. ... Non ho potuto dedicarvi molto tempo, così non è venuto molto bene...""","""Happy birthday, Maria. ......I couldn't spend much time on it, so I couldn't make it very well...""","""Feliz cumpleaños, María... No pude invertir mucho tiempo en él, así que no lo hice muy bien...""","""ﻋﻴﺪ ﻣﻴﻼﺩ ﺳﻌﻴﺪ ﻳﺎ ﻣﺎﺭﻳﺎ. ......ﻟﻮ ﺗﺴﻨﻰ ﻟﻲ ﺍﻟﻤﺰﻳﺪ ﻣﻦ ﺍﻟﻮﻗﺖ، ﻟﻜﺎﻧﺖ ﺑﺸﻜﻞٍ ﺃﻓﻀﻞ ﻣﻦ ﻫﺬﺍ...""","""Happy birthday, Maria. ......I couldn't spend much time on it, so I couldn't make it very well...""","""Happy birthday, Maria. ......I couldn't spend much time on it, so I couldn't make it very well...""","""Happy birthday, Maria. ......I couldn't spend much time on it, so I couldn't make it very well..."""
Ushiromiya Maria,"""Uu! If you made it, Mama, I'm happy with anything! Uu‐uu‐uu! Sakutaro~, Sakutaro~, uu‐uu!""","""Uu-! If you made it, I'll be happy with anything! Uu-uu-uu-! Sakutaro-, Sakutaro-uu-uu-!"" ","""Uu-!  If Mama made it, Maria is happy with anything!  Uu-uu-uu-!  Sakutaro~, Sakutaro~uu-uu-!""",「うー！　ママの手作りなら何でも嬉しい！　うーうーうー！　さくたろ〜、さくたろ〜うーうー！」,「うー！　ママの手作りなら何でも嬉しい！　うーうーうー！　さくたろ〜、さくたろ〜うーうー！」,"""У‐у! Если это мама сделала его, то Марии всё равно, хорошо получился он или же не очень, Мария всё равно будет счастлива! У‐у‐у‐у‐у‐у! Сакутаро~, Сакутаро~, у‐у‐у‐у!""","""Uu! Se foi feito pela mamãe, qualquer coisa me deixa feliz! Uu‐uu‐uu! Sakutaro~, Sakutaro~, uu‐uu!""",「呜——！只要是妈妈亲手做的，不管怎样真里亚都会很开心的！呜——呜——呜——！樱太郎～，樱太郎～呜——呜——！」,「嗚——！只要是媽媽親手做的，不管怎樣真里亞都會很開心的！嗚——嗚——嗚——！櫻太郎～，櫻太郎～嗚——嗚——！」,"""Uu-! Se l'ha fatta Mamma, Maria è felice di ricevere qualsiasi cosa! Uu-uu-uu-! Sakutarou~, Sakutarou~uu-uu-!""","""Uu! If you made it, Mama, I'm happy with anything! Uu‐uu‐uu! Sakutaro~, Sakutaro~, uu‐uu!""","""¡Uu! ¡Si mamá lo hizo, María es feliz con lo que sea! ¡Uu‐uu‐uu! ¡Sakutaro~, Sakutaro~ uu-uu-!""","""ﺃﻭﻭ! ﻣﺎ ﺩﺍﻣﺖ ﻣﺎﻣﺎ ﺻﻨﻌﺘﻪ، ﻓﺈﻥ ﻣﺎﺭﻳﺎ ﺳﺘﺸﻌﺮ ﺑﺎﻟﺴﻌﺎﺩﺓ ﻛﻴﻔﻤﺎ ﻛﺎﻥ! ﺃﻭﻭ-ﺃﻭﻭ-ﺃﻭﻭ! ﺳﺎﻛﻮﺗﺎﺭﻭ~، ﺳﺎﻛﻮﺗﺎﺭﻭ~، ﺃﻭﻭ-ﺃﻭﻭ!""","""Uu! If you made it, Mama, I'm happy with anything! Uu‐uu‐uu! Sakutaro~, Sakutaro~, uu‐uu!""","""Uu! If you made it, Mama, I'm happy with anything! Uu‐uu‐uu! Sakutaro~, Sakutaro~, uu‐uu!""","""Uu! If you made it, Mama, I'm happy with anything! Uu‐uu‐uu! Sakutaro~, Sakutaro~, uu‐uu!"""
,"Auntie Rosa spoke slightly humbly, but Maria onee‐chan was ecstatic even before opening the wrapping.","Aunt Rosa spoke a bit humbly, but Maria onee-chan was happy even before opening the wrapping. ","Rosa oba-san spoke slightly humbly, but Maria onee-san was happy even before opening the wrapping.",楼座叔母さんはちょっぴり謙虚そうにそう言うが、真里亞お姉ちゃんは包装を開ける前から大喜びだった。,楼座叔母さんはちょっぴり謙虚そうにそう言うが、真里亞お姉ちゃんは包装を開ける前から大喜びだった。,"Тётя Роза говорила слегка застенчиво, но Мария онее‐чан уже была на седьмом небе от счастья, даже ещё до открытия подарка.","A tia Rosa falou de forma humilde, mas a Maria onee‐chan estava em êxtase mesmo antes de abrir o embrulho.",虽然楼座姑母在略显谦逊地说着，但真里亚姐姐却是在打开包装前，就已经高兴地不得了了。,雖然樓座姑母在略顯謙遜地說著，但真里亞姐姐卻是在打開包裝前，就已經高興地不得了了。,"Rosa oba-san parlava con una certa umiltà, ma Maria Onee-san era felice ancora prima di togliere la carta da regalo.","Auntie Rosa spoke slightly humbly, but Maria onee‐chan was ecstatic even before opening the wrapping.","La tía Rosa habló con cierta humildad, pero María onee-chan estaba feliz incluso antes de abrir el envoltorio.",ﻗﺎﻟﺘﻬﺎ ﻋﻤﺘﻲ ﺭﻭﺯﺍ ﺑﺘﻮﺍﺿﻊ، ﻟﻜﻦ ﺍﻟﺴﻌﺎﺩﺓ ﻛﺎﻧﺖ ﺗﻐﻤﺮ ﺃﺧﺘﻲ ﻗﺒﻞ ﺣﺘﻰ ﻓﺘﺢ ﺍﻟﻬﺪﻳﺔ.,"Auntie Rosa spoke slightly humbly, but Maria onee‐chan was ecstatic even before opening the wrapping.","Auntie Rosa spoke slightly humbly, but Maria onee‐chan was ecstatic even before opening the wrapping.","Auntie Rosa spoke slightly humbly, but Maria onee‐chan was ecstatic even before opening the wrapping."
,......I could really understand that feeling. It's not a matter of quality.{n}Just the fact that it was a handmade present was more pleasing than anything.,...I could really understand that feeling. It's not a problem of quality. Just the fact that it was a handmade present was more pleasing than anything. ,......I could really understand that feeling.It's not a problem of quality.Just the fact that it was a handmade present was more pleasing than anything.,……その気持ち、よくわかる。出来の問題じゃない。手作りのプレゼントというのは、それだけで何よりも嬉しいのだ。,……その気持ち、よくわかる。出来の問題じゃない。{n}手作りのプレゼントというのは、それだけで何よりも嬉しいのだ。,"......Я действительно могу понять то чувство. Качество тут никакой роли и не играет.{n}Само осознание факта, что тебе дарят сделанный собственноручно подарок, было приятней всего на свете.",......Eu consegui entender aquele sentimento. Não era uma questão de qualidade.{n}O simples fato de que era um presente que havia sido feito à mão já era uma alegria maior que qualquer coisa.,……我很理解姐姐的心情。问题不在于做得好不好。{n}所谓亲手做的礼物，仅仅因为“亲手”两字，就能感受到胜过一切的欣喜。,……我很理解姐姐的心情。問題不在於做得好不好。{n}所謂親手做的禮物，僅僅因為“親手”兩字，就能感受到勝過一切的欣喜。,... Potevo capire appieno quella sensazione. Non è una questione di qualità. {n}Il semplice fatto che fosse un regalo fatto a mano dava più gioia di qualsiasi altra cosa.,......I could really understand that feeling. It's not a matter of quality.{n}Just the fact that it was a handmade present was more pleasing than anything.,... De verdad pude entender esa sensación. No es cuestión de calidad.{n}El hecho de que fuera un regalo de su mamá hecho a mano era más agradable que nada.,......ﺃﻣﻜﻨﻨﻲ ﺣﻘًﺎ ﻓﻬﻢ ﻫﺬﺍ ﺍﻟﺸﻌﻮﺭ. ﻻ ﻳﺘﻌﻠﻖ ﺍﻷﻣﺮ ﻓﻲ ﺟﻮﺩﺓ ﺍﻟﻬﺪﻳﺔ.{n}ﺑﻞ ﺣﻘﻴﻘﺔ ﺃﻧّﻬﺎ ﻛﺎﻧﺖ ﻫﺪﻳﺔ ﻣﺼﻨﻮﻋﺔ ﻳﺪﻭﻳًﺎ ﻳﺠﻌﻠﻬﺎ ﺭﺍﺋﻌﺔً ﻭﻣﺮﺿﻴﺔً ﺃﻛﺜﺮ ﻣﻦ ﺃﻱّ ﺷﻲﺀ ﺁﺧﺮ.,......I could really understand that feeling. It's not a matter of quality.{n}Just the fact that it was a handmade present was more pleasing than anything.,......I could really understand that feeling. It's not a matter of quality.{n}Just the fact that it was a handmade present was more pleasing than anything.,......I could really understand that feeling. It's not a matter of quality.{n}Just the fact that it was a handmade present was more pleasing than anything.
Ushiromiya Maria,"""Can I open it? Can I open it?!""","""Can I open it? Can I open it?!"" ","""Can I open it?  Can I open it?!""",「開けてもいい？　開けてもいい？！」,「開けてもいい？　開けてもいい？！」,"""Можно открыть? Можно открыть?!""","""Posso abrir? Posso abrir ele?!""",「可以打开吗？可以打开吗？！」,「可以打開嗎？可以打開嗎？！」,"""Posso aprirlo? Posso aprirlo?!""","""Can I open it? Can I open it?!""","""¿Puedo abrirlo? ¡¿Puedo abrirlo?!""","""ﺃﻳﻤﻜﻨﻨﻲ ﻓﺘﺤﻬﺎ؟ ﺃﻳﻤﻜﻨﻨﻲ ﻓﺘﺤﻬﺎ؟!""","""Can I open it? Can I open it?!""","""Can I open it? Can I open it?!""","""Can I open it? Can I open it?!"""
Ushiromiya Rosa,"""I'd really prefer you to leave it until we get back home, ......but, just for a bit, okay? We'll just take a look and say hello, then put it back, alright? You can give him a proper greeting once we get home. We're in public, so you can't fool around, understand? Can you promise?""","""I wanted to wait until we got back home before doing it, ...but...just for a bit, okay? We'll just take a look and say hello, then put it back. You can give him a proper greeting once we get home. We're in public, so you can't fool around, okay? Can you promise?"" ","""I really wanted to do it after going back home, ......but, just for a bit, okay?  We'll just take a look and say hello, then put it back, okay?  You can give him a proper greeting once we get home, alright?  We're in public, so you can't fool around, right?  Can you promise?""",「本当はお家に帰ってからにしてほしいんだけど、……ちょっとだけよ？　ちょっと見て挨拶したら、一度しまうのよ？　ちゃんと挨拶するのはお家に帰ってからにするのよ？　ここはお外なんだからはしゃいじゃ駄目よ？　約束できる？」,「本当はお家に帰ってからにしてほしいんだけど、……ちょっとだけよ？　ちょっと見て挨拶したら、一度しまうのよ？　ちゃんと挨拶するのはお家に帰ってからにするのよ？　ここはお外なんだからはしゃいじゃ駄目よ？　約束できる？」,"""Ну, вообще я хотела его открыть, когда мы придём домой... Но разве что только на чуть‐чуть, ладно? Мы просто взглянем на него, скажем 'привет' и положим назад, хорошо? Ты можешь поприветствовать его как подобает, когда придём домой, договорились? Мы в общественном месте, так что не нужно дурачиться, ладно? Обещаешь?""","""Eu preferia que você esperasse até chegarmos em casa, ......mas, só um pouquinho, tá? Se for só dizer oi, e depois guardar, tudo bem, certo? Pode cumprimentá‐lo corretamente quando chegar em casa. Estamos em público, então você não pode ficar fazendo isso, entendeu? Promete?""",「说真的，妈妈希望你回家后再打开哦，不过，……就一下下吧？见一面打下招呼，就要再放好哦？等回家后，再正式打招呼哦？这是在外面，所以不可以闹得太欢哦？能和妈妈保证吗？」,「說真的，媽媽希望你回家後再打開哦，不過，……就一下下吧？見一面打下招呼，就要再放好哦？等回家後，再正式打招呼哦？這是在外面，所以不可以鬧得太歡哦？能和媽媽保證嗎？」,"""Ci tenevo ad aprirlo dopo essere tornate a casa... ma, solo per un po', ok? {n}Gli daremo giusto uno sguardo e diremo ciao, poi rimettilo a posto, ok? Puoi salutarlo per bene una volta che saremo a casa, d'accordo? Siamo in pubblico, perciò non puoi metterti a giocherellare, vero? Me lo puoi promettere?""","""I'd really prefer you to leave it until we get back home, ......but, just for a bit, okay? We'll just take a look and say hello, then put it back, alright? You can give him a proper greeting once we get home. We're in public, so you can't fool around, understand? Can you promise?""","""Realmente quería dártelo después de volver a casa... Pero solo por un rato, ¿de acuerdo? Le echaremos un vistazo y diremos hola, y luego lo volveremos a guardar, ¿de acuerdo? Puedes darle una bienvenida apropiada una vez que lleguemos a casa. Estamos en público, así que no puedes molestar, ¿está bien? ¿Me lo puedes prometer?""","""ﻓﻲ ﺍﻟﺤﻘﻴﻘﺔ ﻛﻨﺖ ﺃﺭﻳﺪ ﺃﻥ ﺗﻨﺘﻈﺮﻱ ﺣﺘﻰ ﻧﻌﻮﺩ ﻟﻠﻤﻨﺰﻝ، ......ﻟﻜﻦ ﻻ ﺑﺄﺱ ﻟﻮ ﻛﺎﻥ ﻟﺒﺮﻫﺔٍ ﻗﺼﻴﺮﺓ، ﺣﺴﻨًﺎ؟ ﺳﻠﻤﻲ ﻋﻠﻴﻪ ﺛﻢ ﺍﺭﺟﻌﻴﻪ ﻟﻤﻜﺎﻧﻪ، ﺃﺗﻔﻘﻨﺎ؟ ﻭﺑﻤﺠﺮّﺩ ﻭﺻﻮﻟﻨﺎ ﺇﻟﻰ ﺍﻟﻤﻨﺰﻝ ﻳﻤﻜﻨﻚ ﺍﻟﻠﻌﺐ ﻣﻌﻪ. ﻧﺤﻦ ﺍﻵﻥ ﻓﻲ ﻣﻜﺎﻥٍ ﻋﺎﻡٍ، ﻟﺬﺍ ﻻ ﻳﻤﻜﻨﻚ ﺍﻟﺼﺮﺍﺥ ﻭﺍﻟﻌﺒﺚ، ﻣﻔﻬﻮﻡ؟ ﻫﻞ ﺗﻌﺪﻳﻨﻲ ﺑﺬﻟﻚ؟""","""I'd really prefer you to leave it until we get back home, ......but, just for a bit, okay? We'll just take a look and say hello, then put it back, alright? You can give him a proper greeting once we get home. We're in public, so you can't fool around, understand? Can you promise?""","""I'd really prefer you to leave it until we get back home, ......but, just for a bit, okay? We'll just take a look and say hello, then put it back, alright? You can give him a proper greeting once we get home. We're in public, so you can't fool around, understand? Can you promise?""","""I'd really prefer you to leave it until we get back home, ......but, just for a bit, okay? We'll just take a look and say hello, then put it back, alright? You can give him a proper greeting once we get home. We're in public, so you can't fool around, understand? Can you promise?"""
Ushiromiya Maria,"""Uu! Promise promise!""","""Uu-! Promise, promise! ","""Uu-!  Promise promise!  ",「うー！　約束するする！,「うー！　約束するする！」,"""У‐у! Обещаю‐обещаю!""","""Uu! Prometo prometo!""",「呜——！保证保证！」,「嗚——！保證保證！」,"""Uu-! Prometto, prometto!","""Uu! Promise promise!""","""¡Uu! ¡Lo prometo, lo prometo!""","""ﺃﻭﻭ! ﺃﻋﺪﻙِ ﺃﻋﺪﻙِ!""","""Uu! Promise promise!""","""Uu! Promise promise!""","""Uu! Promise promise!"""
Ushiromiya Maria,"""So can I open it? Can I open ii~t? Mamaaa.""","So can I open it? Can I open iiit? Mamaaa."" ","So can I open it?  Ca~n I open it?  Mamaaa.""",だから開けてもいい？　開けてもい〜い？　ママぁ。」,「だから開けてもいい？　開けてもい〜い？　ママぁ」,"""Ну что, можно открыть? Мо~ожно открыть? Мама‐а‐а.""","""Então posso abrir? Posso abrir agoo~ra? Mamãeee.""",「那么，可以打开了吗？可以打开吗～？妈妈～。」,「那麼，可以打開了嗎？可以打開嗎～？媽媽～。」,"Allora posso aprirlo? Poss~o aprirlo? Mammaaa.""","""So can I open it? Can I open ii~t? Mamaaa.""","""¿Así que puedo abrirlo? ¿Puedo abrirlo~? Mamááá.""","""ﺇﺫًﺍ، ﻫﻞ ﺃﻓﺘﺤﻬﺎ؟ ﻫﻞ ﺃﻓﺘﺤﻬــﺎ؟ ﻣﺎﻣﺂ.""","""So can I open it? Can I open ii~t? Mamaaa.""","""So can I open it? Can I open ii~t? Mamaaa.""","""So can I open it? Can I open ii~t? Mamaaa."""
Ushiromiya Rosa,"""Yes, yes, but just for a bit, okay?""","""Yes, yes, just for a bit, okay?"" ","""Yes, yes, just for a bit, okay?""",「はいはい、ちょっとだけよ？」,「はいはい、ちょっとだけよ？」,"""Да‐да, только на чуточку, ладно?""","""Sim, sim, mas só um pouquinho, certo?""",「好吧好吧，就一下下哦？」,「好吧好吧，就一下下哦？」,"""Sì, sì, solo per un po', ok?""","""Yes, yes, but just for a bit, okay?""","""Sí, sí, solo por un rato, ¿está bien?""","""ﺣﺴﻨًﺎ، ﺣﺴﻨًﺎ… ﻭﻟﻜﻦ ﻟﺒﺮﻫﺔ، ﺍﺗﻔﻘﻨﺎ؟""","""Yes, yes, but just for a bit, okay?""","""Yes, yes, but just for a bit, okay?""","""Yes, yes, but just for a bit, okay?"""
Ushiromiya Maria,"""Yaaaaaaaaayyyy...{p:0:☆}""","""Yaaaaaaaaaaayy...{p:0:☆}"" ","""Yaaaaaaaaaaayy...☆""",「わああああぁぁぁぁ…☆」,「わああああぁぁぁぁ…☆」,"""У‐у‐у‐у‐р‐р‐а‐а‐а‐а‐а‐а‐а...{p:0:☆}""","""Yaaaaaaaaayyyy...{p:0:☆}""",「哇啊啊啊啊啊啊啊啊…☆」,「哇啊啊啊啊啊啊啊啊…☆」,"""Yaaaaaaaaaaayy... {p:0:☆}""","""Yaaaaaaaaayyyy...{p:0:☆}""","""Sííííííííí...{p:0:☆}.""","""ﻳﺂﺁﺁﺁﺁﺁﺁﺁﺁﻱ...{p:0:☆}""","""Yaaaaaaaaayyyy...{p:0:☆}""","""Yaaaaaaaaayyyy...{p:0:☆}""","""Yaaaaaaaaayyyy...{p:0:☆}"""
